fips_code,name,grid,capacity_mw,fuel_type,year
0250190,Moose Pass,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0250800,Mosquito Lake,Upper Lynn Canal Grid,9.8,Water at Hydroelectric Turbine,2021
0250800,Mosquito Lake,Upper Lynn Canal Grid,14.9,Distillate Fuel Oil,2021
0251180,Mountain Village,Saint Marys Grid,0.9,Wind,2021
0251180,Mountain Village,Saint Marys Grid,4.6,Distillate Fuel Oil,2021
0251455,Mud Bay,Upper Lynn Canal Grid,9.8,Water at Hydroelectric Turbine,2021
0251455,Mud Bay,Upper Lynn Canal Grid,14.9,Distillate Fuel Oil,2021
0251960,Nabesna,,,,
0252060,Naknek,Naknek Grid,16.5,Distillate Fuel Oil,2021
0252210,Nanwalek,,,,
0252390,Napakiak,Bethel Grid,0.9,Wind,2021
0252390,Napakiak,Bethel Grid,12.9,Distillate Fuel Oil,2021
0252720,Napaskiak,Napaskiak Grid,0.6,Distillate Fuel Oil,2021
0252845,Naukati Bay,Prince of Wales Island Grid,11.5,Water at Hydroelectric Turbine,2021
0252845,Naukati Bay,Prince of Wales Island Grid,15.1,Distillate Fuel Oil,2021
0252915,Nelchina,Copper Valley Grid,5.3,Waste Oil,2021
0252915,Nelchina,Copper Valley Grid,18.5,Water at Hydroelectric Turbine,2021
0252915,Nelchina,Copper Valley Grid,17.8,Distillate Fuel Oil,2021
0252940,Nelson Lagoon,Nelson Lagoon Grid,0.2,Distillate Fuel Oil,2021
0253050,Nenana,Railbelt Grid,60.0,Waste Oil,2021
0253050,Nenana,Railbelt Grid,44.5,Wind,2021
0253050,Nenana,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0253050,Nenana,Railbelt Grid,1.9,Solar,2021
0253050,Nenana,Railbelt Grid,104.8,Subbituminous Coal,2021
0253050,Nenana,Railbelt Grid,1403.7,Natural Gas,2021
0253050,Nenana,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0253050,Nenana,Railbelt Grid,90.0,Lignite Coal,2021
0253050,Nenana,Railbelt Grid,11.5,Landfill Gas,2021
0253050,Nenana,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0253710,New Stuyahok,New Stuyahok Grid,1.2,Distillate Fuel Oil,2021
0253270,Newhalen,Newhalen Grid,0.8,Water at Hydroelectric Turbine,2021
0253270,Newhalen,Newhalen Grid,0.9,Distillate Fuel Oil,2021
0253820,Newtok,Newtok Grid,0.4,Distillate Fuel Oil,2021
0253930,Nightmute,Toksook Bay Grid,0.1,Wind,2021
0253930,Nightmute,Toksook Bay Grid,2.7,Distillate Fuel Oil,2021
0254050,Nikiski,Railbelt Grid,60.0,Waste Oil,2021
0254050,Nikiski,Railbelt Grid,44.5,Wind,2021
0254050,Nikiski,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0254050,Nikiski,Railbelt Grid,1.9,Solar,2021
0254050,Nikiski,Railbelt Grid,104.8,Subbituminous Coal,2021
0254050,Nikiski,Railbelt Grid,1403.7,Natural Gas,2021
0254050,Nikiski,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0254050,Nikiski,Railbelt Grid,90.0,Lignite Coal,2021
0254050,Nikiski,Railbelt Grid,11.5,Landfill Gas,2021
0254050,Nikiski,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0254085,Nikolaevsk,Railbelt Grid,60.0,Waste Oil,2021
0254085,Nikolaevsk,Railbelt Grid,44.5,Wind,2021
0254085,Nikolaevsk,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0254085,Nikolaevsk,Railbelt Grid,1.9,Solar,2021
0254085,Nikolaevsk,Railbelt Grid,104.8,Subbituminous Coal,2021
0254085,Nikolaevsk,Railbelt Grid,1403.7,Natural Gas,2021
0254085,Nikolaevsk,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0254085,Nikolaevsk,Railbelt Grid,90.0,Lignite Coal,2021
0254085,Nikolaevsk,Railbelt Grid,11.5,Landfill Gas,2021
0254085,Nikolaevsk,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0254150,Nikolai,Nikolai Grid,0.2,Distillate Fuel Oil,2021
0254260,Nikolski,Nikolski Grid,,,
0254480,Ninilchik,Railbelt Grid,60.0,Waste Oil,2021
0254480,Ninilchik,Railbelt Grid,44.5,Wind,2021
0254480,Ninilchik,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0254480,Ninilchik,Railbelt Grid,1.9,Solar,2021
0254480,Ninilchik,Railbelt Grid,104.8,Subbituminous Coal,2021
0254480,Ninilchik,Railbelt Grid,1403.7,Natural Gas,2021
0254480,Ninilchik,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0254480,Ninilchik,Railbelt Grid,90.0,Lignite Coal,2021
0254480,Ninilchik,Railbelt Grid,11.5,Landfill Gas,2021
0254480,Ninilchik,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0254700,Noatak,Noatak Grid,1.3,Distillate Fuel Oil,2021
0254920,Nome,Nome Grid,1.8,Wind,2021
0254920,Nome,Nome Grid,16.6,Distillate Fuel Oil,2021
0255030,Nondalton,Newhalen Grid,0.8,Water at Hydroelectric Turbine,2021
0255030,Nondalton,Newhalen Grid,0.9,Distillate Fuel Oil,2021
0255140,Noorvik,Noorvik Grid,0.0,Solar,2021
0255140,Noorvik,Noorvik Grid,1.6,Distillate Fuel Oil,2021
0255745,North Lakes,Railbelt Grid,60.0,Waste Oil,2021
0255745,North Lakes,Railbelt Grid,44.5,Wind,2021
0255745,North Lakes,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0255745,North Lakes,Railbelt Grid,1.9,Solar,2021
0255745,North Lakes,Railbelt Grid,104.8,Subbituminous Coal,2021
0255745,North Lakes,Railbelt Grid,1403.7,Natural Gas,2021
0255745,North Lakes,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0255745,North Lakes,Railbelt Grid,90.0,Lignite Coal,2021
0255745,North Lakes,Railbelt Grid,11.5,Landfill Gas,2021
0255745,North Lakes,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0255910,North Pole,Railbelt Grid,60.0,Waste Oil,2021
0255910,North Pole,Railbelt Grid,44.5,Wind,2021
0255910,North Pole,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0255910,North Pole,Railbelt Grid,1.9,Solar,2021
0255910,North Pole,Railbelt Grid,104.8,Subbituminous Coal,2021
0255910,North Pole,Railbelt Grid,1403.7,Natural Gas,2021
0255910,North Pole,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0255910,North Pole,Railbelt Grid,90.0,Lignite Coal,2021
0255910,North Pole,Railbelt Grid,11.5,Landfill Gas,2021
0255910,North Pole,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0256220,Northway,Northway Grid,1.1,Distillate Fuel Oil,2021
0256320,Nuiqsut,Nuiqsut Grid,2.2,Natural Gas,2021
0256320,Nuiqsut,Nuiqsut Grid,2.2,Distillate Fuel Oil,2021
0256350,Nulato,Nulato Grid,1.0,Distillate Fuel Oil,2021
0256600,Nunam Iqua,Nunam Iqua Grid,1.7,Distillate Fuel Oil,2021
0256680,Nunapitchuk,Kasigluk Grid,0.3,Wind,2021
0256680,Nunapitchuk,Kasigluk Grid,3.0,Distillate Fuel Oil,2021
0257340,Old Harbor,Old Harbor Grid,1.0,Distillate Fuel Oil,2021
0258330,Oscarville,Bethel Grid,0.9,Wind,2021
0258330,Oscarville,Bethel Grid,12.9,Distillate Fuel Oil,2021
0258550,Ouzinkie,Ouzinkie Grid,0.1,Water at Hydroelectric Turbine,2021
0258550,Ouzinkie,Ouzinkie Grid,0.3,Distillate Fuel Oil,2021
0258660,Palmer,Railbelt Grid,60.0,Waste Oil,2021
0258660,Palmer,Railbelt Grid,44.5,Wind,2021
0258660,Palmer,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0258660,Palmer,Railbelt Grid,1.9,Solar,2021
0258660,Palmer,Railbelt Grid,104.8,Subbituminous Coal,2021
0258660,Palmer,Railbelt Grid,1403.7,Natural Gas,2021
0258660,Palmer,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0258660,Palmer,Railbelt Grid,90.0,Lignite Coal,2021
0258660,Palmer,Railbelt Grid,11.5,Landfill Gas,2021
0258660,Palmer,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0259320,Paxson,Paxson Grid,,,
0259540,Pedro Bay,Pedro Bay Grid,0.2,Distillate Fuel Oil,2021
0259650,Pelican,Pelican Grid,1.4,Water at Hydroelectric Turbine,2021
0259650,Pelican,Pelican Grid,1.0,Distillate Fuel Oil,2021
0260200,Perryville,Perryville Grid,0.0,Wind,2021
0260200,Perryville,Perryville Grid,0.5,Distillate Fuel Oil,2021
0260310,Petersburg,SEAPA Grid,63.3,Water at Hydroelectric Turbine,2021
0260310,Petersburg,SEAPA Grid,47.3,Distillate Fuel Oil,2021
0260460,Petersville,,,,
0260640,Pilot Point,Pilot Point Grid,0.2,Wind,2021
0260640,Pilot Point,Pilot Point Grid,0.3,Distillate Fuel Oil,2021
0260750,Pilot Station,Pilot Station Grid,1.5,Distillate Fuel Oil,2021
0260860,Pitkas Point,Saint Marys Grid,0.9,Wind,2021
0260860,Pitkas Point,Saint Marys Grid,4.6,Distillate Fuel Oil,2021
0261080,Platinum,Platinum Grid,0.1,Distillate Fuel Oil,2021
0261120,Pleasant Valley,Railbelt Grid,60.0,Waste Oil,2021
0261120,Pleasant Valley,Railbelt Grid,44.5,Wind,2021
0261120,Pleasant Valley,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0261120,Pleasant Valley,Railbelt Grid,1.9,Solar,2021
0261120,Pleasant Valley,Railbelt Grid,104.8,Subbituminous Coal,2021
0261120,Pleasant Valley,Railbelt Grid,1403.7,Natural Gas,2021
0261120,Pleasant Valley,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0261120,Pleasant Valley,Railbelt Grid,90.0,Lignite Coal,2021
0261120,Pleasant Valley,Railbelt Grid,11.5,Landfill Gas,2021
0261120,Pleasant Valley,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0261190,Point Baker,,,,
0261630,Point Hope,Point Hope Grid,3.1,Distillate Fuel Oil,2021
0261700,Point Lay,Point Lay Grid,2.4,Distillate Fuel Oil,2021
0261788,Point MacKenzie,Railbelt Grid,60.0,Waste Oil,2021
0261788,Point MacKenzie,Railbelt Grid,44.5,Wind,2021
0261788,Point MacKenzie,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0261788,Point MacKenzie,Railbelt Grid,1.9,Solar,2021
0261788,Point MacKenzie,Railbelt Grid,104.8,Subbituminous Coal,2021
0261788,Point MacKenzie,Railbelt Grid,1403.7,Natural Gas,2021
0261788,Point MacKenzie,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0261788,Point MacKenzie,Railbelt Grid,90.0,Lignite Coal,2021
0261788,Point MacKenzie,Railbelt Grid,11.5,Landfill Gas,2021
0261788,Point MacKenzie,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0261825,Point Possession,,,,
0262125,Pope-Vannoy Landing,,,,
0262510,Port Alexander,,,,
0262620,Port Alsworth,Port Alsworth Grid,0.8,Distillate Fuel Oil,2021
0263170,Port Clarence,,,,
0263280,Port Graham,,,,
0263390,Port Heiden,Port Heiden Grid,0.7,Distillate Fuel Oil,2021
0263610,Port Lions,Kodiak Grid,9.0,Wind,2021
0263610,Port Lions,Kodiak Grid,33.6,Water at Hydroelectric Turbine,2021
0263610,Port Lions,Kodiak Grid,5.0,Electricity used for Energy Storage,2021
0263610,Port Lions,Kodiak Grid,37.2,Distillate Fuel Oil,2021
0263870,Port Protection,,,,
0262285,Portage Creek,,,,
0264240,Primrose,Railbelt Grid,60.0,Waste Oil,2021
0264240,Primrose,Railbelt Grid,44.5,Wind,2021
0264240,Primrose,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0264240,Primrose,Railbelt Grid,1.9,Solar,2021
0264240,Primrose,Railbelt Grid,104.8,Subbituminous Coal,2021
0264240,Primrose,Railbelt Grid,1403.7,Natural Gas,2021
0264240,Primrose,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0264240,Primrose,Railbelt Grid,90.0,Lignite Coal,2021
0264240,Primrose,Railbelt Grid,11.5,Landfill Gas,2021
0264240,Primrose,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0264380,Prudhoe Bay,Deadhorse Grid,33.2,Natural Gas,2021
0264380,Prudhoe Bay,Deadhorse Grid,0.3,Distillate Fuel Oil,2021
0264600,Quinhagak,Quinhagak Grid,0.3,Wind,2021
0264600,Quinhagak,Quinhagak Grid,1.3,Distillate Fuel Oil,2021
0264820,Rampart,Rampart Grid,0.3,Distillate Fuel Oil,2021
0264930,Red Devil,Red Devil Grid,,,
0264980,Red Dog Mine,,,,
0265345,Ridgeway,Railbelt Grid,60.0,Waste Oil,2021
0265345,Ridgeway,Railbelt Grid,44.5,Wind,2021
0265345,Ridgeway,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0265345,Ridgeway,Railbelt Grid,1.9,Solar,2021
0265345,Ridgeway,Railbelt Grid,104.8,Subbituminous Coal,2021
0265345,Ridgeway,Railbelt Grid,1403.7,Natural Gas,2021
0265345,Ridgeway,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0265345,Ridgeway,Railbelt Grid,90.0,Lignite Coal,2021
0265345,Ridgeway,Railbelt Grid,11.5,Landfill Gas,2021
0265345,Ridgeway,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0265590,Ruby,Ruby Grid,0.5,Distillate Fuel Oil,2021
0265700,Russian Mission,Russian Mission Grid,0.9,Distillate Fuel Oil,2021
0265800,Saint George,Saint George Grid,0.1,Wind,2021
0265800,Saint George,Saint George Grid,0.8,Distillate Fuel Oil,2021
0266140,Saint Mary's,Saint Marys Grid,0.9,Wind,2021
0266140,Saint Mary's,Saint Marys Grid,4.6,Distillate Fuel Oil,2021
0266360,Saint Michael,Stebbins Grid,2.8,Distillate Fuel Oil,2021
0266470,Saint Paul,Saint Paul Grid,0.2,Wind,2021
0266470,Saint Paul,Saint Paul Grid,2.7,Distillate Fuel Oil,2021
0266510,Salamatof,Railbelt Grid,60.0,Waste Oil,2021
0266510,Salamatof,Railbelt Grid,44.5,Wind,2021
0266510,Salamatof,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0266510,Salamatof,Railbelt Grid,1.9,Solar,2021
0266510,Salamatof,Railbelt Grid,104.8,Subbituminous Coal,2021
0266510,Salamatof,Railbelt Grid,1403.7,Natural Gas,2021
0266510,Salamatof,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0266510,Salamatof,Railbelt Grid,90.0,Lignite Coal,2021
0266510,Salamatof,Railbelt Grid,11.5,Landfill Gas,2021
0266510,Salamatof,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0266550,Salcha,Railbelt Grid,60.0,Waste Oil,2021
0266550,Salcha,Railbelt Grid,44.5,Wind,2021
0266550,Salcha,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0266550,Salcha,Railbelt Grid,1.9,Solar,2021
0266550,Salcha,Railbelt Grid,104.8,Subbituminous Coal,2021
0266550,Salcha,Railbelt Grid,1403.7,Natural Gas,2021
0266550,Salcha,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0266550,Salcha,Railbelt Grid,90.0,Lignite Coal,2021
0266550,Salcha,Railbelt Grid,11.5,Landfill Gas,2021
0266550,Salcha,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0267020,Sand Point,Sand Point Grid,1.0,Wind,2021
0267020,Sand Point,Sand Point Grid,2.9,Distillate Fuel Oil,2021
0267460,Savoonga,Savoonga Grid,0.2,Wind,2021
0267460,Savoonga,Savoonga Grid,1.5,Distillate Fuel Oil,2021
0267570,Saxman,SEAPA Grid,63.3,Water at Hydroelectric Turbine,2021
0267570,Saxman,SEAPA Grid,47.3,Distillate Fuel Oil,2021
0267680,Scammon Bay,Scammon Bay Grid,1.1,Distillate Fuel Oil,2021
0268230,Selawik,Selawik Grid,0.3,Wind,2021
0268230,Selawik,Selawik Grid,2.3,Distillate Fuel Oil,2021
0268340,Seldovia,Railbelt Grid,60.0,Waste Oil,2021
0268340,Seldovia,Railbelt Grid,44.5,Wind,2021
0268340,Seldovia,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0268340,Seldovia,Railbelt Grid,1.9,Solar,2021
0268340,Seldovia,Railbelt Grid,104.8,Subbituminous Coal,2021
0268340,Seldovia,Railbelt Grid,1403.7,Natural Gas,2021
0268340,Seldovia,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0268340,Seldovia,Railbelt Grid,90.0,Lignite Coal,2021
0268340,Seldovia,Railbelt Grid,11.5,Landfill Gas,2021
0268340,Seldovia,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0268370,Seldovia Village,Railbelt Grid,60.0,Waste Oil,2021
0268370,Seldovia Village,Railbelt Grid,44.5,Wind,2021
0268370,Seldovia Village,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0268370,Seldovia Village,Railbelt Grid,1.9,Solar,2021
0268370,Seldovia Village,Railbelt Grid,104.8,Subbituminous Coal,2021
0268370,Seldovia Village,Railbelt Grid,1403.7,Natural Gas,2021
0268370,Seldovia Village,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0268370,Seldovia Village,Railbelt Grid,90.0,Lignite Coal,2021
0268370,Seldovia Village,Railbelt Grid,11.5,Landfill Gas,2021
0268370,Seldovia Village,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0268560,Seward,Railbelt Grid,60.0,Waste Oil,2021
0268560,Seward,Railbelt Grid,44.5,Wind,2021
0268560,Seward,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0268560,Seward,Railbelt Grid,1.9,Solar,2021
0268560,Seward,Railbelt Grid,104.8,Subbituminous Coal,2021
0268560,Seward,Railbelt Grid,1403.7,Natural Gas,2021
0268560,Seward,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0268560,Seward,Railbelt Grid,90.0,Lignite Coal,2021
0268560,Seward,Railbelt Grid,11.5,Landfill Gas,2021
0268560,Seward,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0268670,Shageluk,Shageluk Grid,0.4,Distillate Fuel Oil,2021
0268890,Shaktoolik,Shaktoolik Grid,0.2,Wind,2021
0268890,Shaktoolik,Shaktoolik Grid,0.8,Distillate Fuel Oil,2021
0269770,Shishmaref,Shishmaref Grid,1.4,Distillate Fuel Oil,2021
0270100,Shungnak,Shungnak Grid,0.2,Solar,2021
0270100,Shungnak,Shungnak Grid,0.2,Electricity used for Energy Storage,2021
0270100,Shungnak,Shungnak Grid,1.7,Distillate Fuel Oil,2021
0270320,Silver Springs,Copper Valley Grid,5.3,Waste Oil,2021
0270320,Silver Springs,Copper Valley Grid,18.5,Water at Hydroelectric Turbine,2021
0270320,Silver Springs,Copper Valley Grid,17.8,Distillate Fuel Oil,2021
0270540,Sitka,Sitka Grid,34.5,Water at Hydroelectric Turbine,2021
0270540,Sitka,Sitka Grid,25.6,Distillate Fuel Oil,2021
0270760,Skagway,Upper Lynn Canal Grid,9.8,Water at Hydroelectric Turbine,2021
0270760,Skagway,Upper Lynn Canal Grid,14.9,Distillate Fuel Oil,2021
0270870,Skwentna,,,,
0270930,Slana,Slana Grid,1.1,Distillate Fuel Oil,2021
0271090,Sleetmute,Sleetmute Grid,0.3,Distillate Fuel Oil,2021
0271640,Soldotna,Railbelt Grid,60.0,Waste Oil,2021
0271640,Soldotna,Railbelt Grid,44.5,Wind,2021
0271640,Soldotna,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0271640,Soldotna,Railbelt Grid,1.9,Solar,2021
0271640,Soldotna,Railbelt Grid,104.8,Subbituminous Coal,2021
0271640,Soldotna,Railbelt Grid,1403.7,Natural Gas,2021
0271640,Soldotna,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0271640,Soldotna,Railbelt Grid,90.0,Lignite Coal,2021
0271640,Soldotna,Railbelt Grid,11.5,Landfill Gas,2021
0271640,Soldotna,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0272135,South Lakes,Railbelt Grid,60.0,Waste Oil,2021
0272135,South Lakes,Railbelt Grid,44.5,Wind,2021
0272135,South Lakes,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0272135,South Lakes,Railbelt Grid,1.9,Solar,2021
0272135,South Lakes,Railbelt Grid,104.8,Subbituminous Coal,2021
0272135,South Lakes,Railbelt Grid,1403.7,Natural Gas,2021
0272135,South Lakes,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0272135,South Lakes,Railbelt Grid,90.0,Lignite Coal,2021
0272135,South Lakes,Railbelt Grid,11.5,Landfill Gas,2021
0272135,South Lakes,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0272190,South Naknek,Naknek Grid,16.5,Distillate Fuel Oil,2021
0272230,South Van Horn,Railbelt Grid,60.0,Waste Oil,2021
0272230,South Van Horn,Railbelt Grid,44.5,Wind,2021
0272230,South Van Horn,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0272230,South Van Horn,Railbelt Grid,1.9,Solar,2021
0272230,South Van Horn,Railbelt Grid,104.8,Subbituminous Coal,2021
0272230,South Van Horn,Railbelt Grid,1403.7,Natural Gas,2021
0272230,South Van Horn,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0272230,South Van Horn,Railbelt Grid,90.0,Lignite Coal,2021
0272230,South Van Horn,Railbelt Grid,11.5,Landfill Gas,2021
0272230,South Van Horn,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0272960,Stebbins,Stebbins Grid,2.8,Distillate Fuel Oil,2021
0272985,Steele Creek,Railbelt Grid,60.0,Waste Oil,2021
0272985,Steele Creek,Railbelt Grid,44.5,Wind,2021
0272985,Steele Creek,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0272985,Steele Creek,Railbelt Grid,1.9,Solar,2021
0272985,Steele Creek,Railbelt Grid,104.8,Subbituminous Coal,2021
0272985,Steele Creek,Railbelt Grid,1403.7,Natural Gas,2021
0272985,Steele Creek,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0272985,Steele Creek,Railbelt Grid,90.0,Lignite Coal,2021
0272985,Steele Creek,Railbelt Grid,11.5,Landfill Gas,2021
0272985,Steele Creek,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0273070,Sterling,Railbelt Grid,60.0,Waste Oil,2021
0273070,Sterling,Railbelt Grid,44.5,Wind,2021
0273070,Sterling,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0273070,Sterling,Railbelt Grid,1.9,Solar,2021
0273070,Sterling,Railbelt Grid,104.8,Subbituminous Coal,2021
0273070,Sterling,Railbelt Grid,1403.7,Natural Gas,2021
0273070,Sterling,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0273070,Sterling,Railbelt Grid,90.0,Lignite Coal,2021
0273070,Sterling,Railbelt Grid,11.5,Landfill Gas,2021
0273070,Sterling,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0273290,Stevens Village,Stevens Village Grid,0.3,Distillate Fuel Oil,2021
0273400,Stony River,Stony River Grid,0.1,Distillate Fuel Oil,2021
0273950,Sunrise,Railbelt Grid,60.0,Waste Oil,2021
0273950,Sunrise,Railbelt Grid,44.5,Wind,2021
0273950,Sunrise,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0273950,Sunrise,Railbelt Grid,1.9,Solar,2021
0273950,Sunrise,Railbelt Grid,104.8,Subbituminous Coal,2021
0273950,Sunrise,Railbelt Grid,1403.7,Natural Gas,2021
0273950,Sunrise,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0273950,Sunrise,Railbelt Grid,90.0,Lignite Coal,2021
0273950,Sunrise,Railbelt Grid,11.5,Landfill Gas,2021
0273950,Sunrise,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0274340,Susitna,,,,
0274350,Susitna North,Railbelt Grid,60.0,Waste Oil,2021
0274350,Susitna North,Railbelt Grid,44.5,Wind,2021
0274350,Susitna North,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0274350,Susitna North,Railbelt Grid,1.9,Solar,2021
0274350,Susitna North,Railbelt Grid,104.8,Subbituminous Coal,2021
0274350,Susitna North,Railbelt Grid,1403.7,Natural Gas,2021
0274350,Susitna North,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0274350,Susitna North,Railbelt Grid,90.0,Lignite Coal,2021
0274350,Susitna North,Railbelt Grid,11.5,Landfill Gas,2021
0274350,Susitna North,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0274525,Sutton-Alpine,Railbelt Grid,60.0,Waste Oil,2021
0274525,Sutton-Alpine,Railbelt Grid,44.5,Wind,2021
0274525,Sutton-Alpine,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0274525,Sutton-Alpine,Railbelt Grid,1.9,Solar,2021
0274525,Sutton-Alpine,Railbelt Grid,104.8,Subbituminous Coal,2021
0274525,Sutton-Alpine,Railbelt Grid,1403.7,Natural Gas,2021
0274525,Sutton-Alpine,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0274525,Sutton-Alpine,Railbelt Grid,90.0,Lignite Coal,2021
0274525,Sutton-Alpine,Railbelt Grid,11.5,Landfill Gas,2021
0274525,Sutton-Alpine,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0274610,Takotna,Takotna Grid,0.2,Distillate Fuel Oil,2021
0274830,Talkeetna,Railbelt Grid,60.0,Waste Oil,2021
0274830,Talkeetna,Railbelt Grid,44.5,Wind,2021
0274830,Talkeetna,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0274830,Talkeetna,Railbelt Grid,1.9,Solar,2021
0274830,Talkeetna,Railbelt Grid,104.8,Subbituminous Coal,2021
0274830,Talkeetna,Railbelt Grid,1403.7,Natural Gas,2021
0274830,Talkeetna,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0274830,Talkeetna,Railbelt Grid,90.0,Lignite Coal,2021
0274830,Talkeetna,Railbelt Grid,11.5,Landfill Gas,2021
0274830,Talkeetna,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0275050,Tanacross,Tok Grid,5.2,Distillate Fuel Oil,2021
0275077,Tanaina,Railbelt Grid,60.0,Waste Oil,2021
0275077,Tanaina,Railbelt Grid,44.5,Wind,2021
0275077,Tanaina,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0275077,Tanaina,Railbelt Grid,1.9,Solar,2021
0275077,Tanaina,Railbelt Grid,104.8,Subbituminous Coal,2021
0275077,Tanaina,Railbelt Grid,1403.7,Natural Gas,2021
0275077,Tanaina,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0275077,Tanaina,Railbelt Grid,90.0,Lignite Coal,2021
0275077,Tanaina,Railbelt Grid,11.5,Landfill Gas,2021
0275077,Tanaina,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0275160,Tanana,Tanana Grid,1.6,Distillate Fuel Oil,2021
0275380,Tatitlek,Tatitlek Grid,,,
0275480,Tazlina,Copper Valley Grid,5.3,Waste Oil,2021
0275480,Tazlina,Copper Valley Grid,18.5,Water at Hydroelectric Turbine,2021
0275480,Tazlina,Copper Valley Grid,17.8,Distillate Fuel Oil,2021
0275930,Teller,Teller Grid,1.1,Distillate Fuel Oil,2021
0276260,Tenakee Springs,Tenakee Springs Grid,0.2,Water at Hydroelectric Turbine,2021
0276260,Tenakee Springs,Tenakee Springs Grid,0.2,Distillate Fuel Oil,2021
0276590,Tetlin,Tok Grid,5.2,Distillate Fuel Oil,2021
0277140,Thorne Bay,Prince of Wales Island Grid,11.5,Water at Hydroelectric Turbine,2021
