community_fips_code,e_per_capita_income,m_per_capita_income,e_pop_below_poverty,m_pop_below_poverty,e_pop_of_poverty_det,m_pop_of_poverty_det,start_year,end_year
0264380,110508,17917,7,14,1984,463,2018,2022
0264380,104014,14312,14,31,1965,371,2019,2023
0264600,10140,1566,,,,,2007,2011
0264600,10576,1201,171,52,632,96,2008,2012
0264600,11152,1615,172,50,596,71,2009,2013
0264600,11492,1293,226,53,616,62,2010,2014
0264600,11744,2453,251,49,661,66,2011,2015
0264600,14739,6532,241,52,729,100,2012,2016
0264600,17486,11265,229,53,763,143,2013,2017
0264600,19882,16863,276,59,796,203,2014,2018
0264600,21871,19832,260,50,876,259,2015,2019
0264600,11658,1497,278,72,856,102,2016,2020
0264600,10820,1541,388,93,989,151,2017,2021
0264600,13783,1726,370,103,1079,169,2018,2022
0264600,15012,1975,453,134,1300,169,2019,2023
0264820,15500,10921,,,,,2007,2011
0264820,27200,15045,0,10,20,17,2008,2012
0264820,27895,12668,0,9,20,16,2009,2013
0264820,38907,6550,0,9,15,12,2010,2014
0264820,34000,13747,0,9,7,7,2011,2015
0264820,13580,11136,0,9,8,8,2012,2016
0264820,23978,8802,0,9,34,21,2013,2017
0264820,18652,6000,14,14,58,25,2014,2018
0264820,18930,7553,13,13,55,28,2015,2019
0264820,22020,7136,12,14,52,26,2016,2020
0264820,25442,9858,16,19,67,36,2017,2021
0264820,19351,16620,23,27,41,32,2018,2022
0264820,,,0,10,0,10,2019,2023
0264930,36000,74552,,,,,2007,2011
0264930,53615,74600,7,11,27,21,2008,2012
0264930,49916,50885,7,9,32,19,2009,2013
0264930,35753,39074,9,8,32,18,2010,2014
0264930,58036,56271,7,8,22,11,2011,2015
0264930,20458,8794,7,10,33,17,2012,2016
0264930,26667,11294,0,9,21,17,2013,2017
0264930,24729,12889,0,9,21,15,2014,2018
0264930,24855,13419,0,9,20,15,2015,2019
0264930,20626,13907,0,10,19,16,2016,2020
0264930,,,0,10,4,7,2017,2021
0264930,,,0,10,6,7,2018,2022
0264930,,,0,10,3,4,2019,2023
0264980,85863,25997,,,,,2007,2011
0264980,91568,31312,16,37,338,164,2008,2012
0264980,108150,14992,0,9,238,154,2009,2013
0264980,110191,13003,0,9,139,255,2010,2014
0264980,106559,23722,0,9,81,78,2011,2015
0264980,61382,38315,0,9,76,33,2012,2016
0264980,51647,34402,0,9,79,35,2013,2017
0264980,83145,73153,0,9,82,38,2014,2018
0264980,86213,90595,0,9,85,37,2015,2019
0264980,,,0,10,0,10,2016,2020
0264980,,,0,10,0,10,2017,2021
0264980,,,0,10,0,10,2018,2022
0264980,,,0,10,0,10,2019,2023
0265345,34037,5422,,,,,2007,2011
0265345,36385,5081,91,68,2361,389,2008,2012
0265345,37431,5303,120,71,2206,344,2009,2013
0265345,36152,5966,202,108,2128,353,2010,2014
0265345,36815,5367,210,129,2195,357,2011,2015
0265345,38892,6259,303,235,2338,343,2012,2016
0265345,41069,6069,283,189,2195,318,2013,2017
0265345,38916,6699,276,224,2617,377,2014,2018
0265345,39275,5944,193,188,2702,411,2015,2019
0265345,42088,6896,196,184,2631,521,2016,2020
0265345,41711,8001,85,66,2689,522,2017,2021
0265345,42951,6444,110,67,2749,461,2018,2022
0265345,45478,8127,204,111,2174,392,2019,2023
0265590,12016,3290,,,,,2007,2011
0265590,12659,3823,64,37,224,55,2008,2012
0265590,13253,3472,68,35,209,49,2009,2013
0265590,12435,2998,73,35,208,41,2010,2014
0265590,12974,3558,67,24,202,33,2011,2015
0265590,14007,2863,79,26,214,34,2012,2016
0265590,12741,2365,80,26,188,30,2013,2017
0265590,12581,2532,82,28,207,36,2014,2018
0265590,13047,3576,80,32,185,39,2015,2019
0265590,16226,3054,52,26,190,45,2016,2020
0265590,18095,4025,30,26,200,49,2017,2021
0265590,17826,3842,43,38,194,64,2018,2022
0265590,21637,6127,42,39,180,60,2019,2023
0265700,11225,2460,,,,,2007,2011
0265700,9971,1994,127,50,388,54,2008,2012
0265700,9914,2270,120,45,356,57,2009,2013
0265700,10438,1899,116,44,402,56,2010,2014
0265700,10322,1714,136,34,408,56,2011,2015
0265700,8911,1536,150,36,401,52,2012,2016
0265700,8442,2005,120,48,348,59,2013,2017
0265700,8041,2777,130,49,318,60,2014,2018
0265700,8064,2322,96,44,257,68,2015,2019
0265700,6541,2185,65,44,193,78,2016,2020
0265700,10015,9933,34,35,118,73,2017,2021
0265700,12465,7163,21,28,51,43,2018,2022
0265700,11535,3417,82,47,202,66,2019,2023
0265800,25711,9094,,,,,2007,2011
0265800,19611,7295,10,10,88,38,2008,2012
0265800,25418,7973,9,9,62,22,2009,2013
0265800,21788,8238,8,8,33,17,2010,2014
0265800,24036,5925,6,7,53,16,2011,2015
0265800,24522,9474,9,6,73,20,2012,2016
0265800,24201,6783,4,4,84,26,2013,2017
0265800,27963,12040,2,8,77,24,2014,2018
0265800,27799,6712,2,9,75,24,2015,2019
0265800,24850,6110,3,7,100,47,2016,2020
0265800,23679,5826,16,18,95,61,2017,2021
0265800,18540,16543,20,24,57,53,2018,2022
0265800,17541,12643,24,23,59,49,2019,2023
0266140,15307,2815,,,,,2007,2011
0266140,18176,4545,100,40,544,86,2008,2012
0266140,18110,2752,94,32,521,63,2009,2013
0266140,17974,2741,107,36,551,61,2010,2014
0266140,21183,8957,121,36,583,60,2011,2015
0266140,20872,12670,123,32,521,77,2012,2016
0266140,14858,1601,134,38,538,51,2013,2017
0266140,14303,1776,200,45,640,78,2014,2018
0266140,14965,2856,212,48,747,102,2015,2019
0266140,15072,3856,202,58,660,106,2016,2020
0266140,15453,7003,242,85,817,162,2017,2021
0266140,16421,2996,284,88,992,157,2018,2022
0266140,21238,3780,208,68,788,108,2019,2023
0266360,13348,3452,,,,,2007,2011
0266360,12561,2759,132,44,372,68,2008,2012
0266360,12609,2556,133,49,362,63,2009,2013
0266360,12255,3055,156,47,396,54,2010,2014
0266360,10871,2248,149,41,392,52,2011,2015
0266360,10196,1515,162,42,436,47,2012,2016
0266360,10945,1224,101,36,433,47,2013,2017
0266360,10901,1267,122,36,463,58,2014,2018
0266360,11103,1924,99,31,422,58,2015,2019
0266360,10473,1787,75,28,337,52,2016,2020
0266360,10594,1486,59,29,311,79,2017,2021
0266360,11900,1880,66,25,305,68,2018,2022
0266360,13303,2429,37,22,218,64,2019,2023
0266470,22281,4650,,,,,2007,2011
0266470,18393,4023,86,37,624,146,2008,2012
0266470,20901,4896,76,37,661,133,2009,2013
0266470,23303,4543,87,28,601,96,2010,2014
0266470,29751,6589,83,22,559,78,2011,2015
0266470,31774,6542,61,19,507,71,2012,2016
0266470,35855,8010,59,20,464,78,2013,2017
0266470,34043,10011,65,20,409,83,2014,2018
0266470,33925,10414,57,18,375,81,2015,2019
0266470,27829,9749,84,97,373,84,2016,2020
0266470,27684,10724,92,81,322,65,2017,2021
0266470,31903,12050,90,68,324,86,2018,2022
0266470,33844,11162,81,86,334,169,2019,2023
0266510,22577,4143,,,,,2007,2011
0266510,23382,3801,83,72,687,172,2008,2012
0266510,23342,3585,94,78,652,134,2009,2013
0266510,22695,3969,92,43,711,136,2010,2014
0266510,19987,2903,108,45,727,116,2011,2015
0266510,18707,2924,128,57,659,93,2012,2016
0266510,19055,2905,118,55,644,97,2013,2017
0266510,20303,3876,136,63,635,101,2014,2018
0266510,23625,3944,98,42,647,102,2015,2019
0266510,21459,4674,92,37,685,202,2016,2020
0266510,26480,4164,83,46,863,255,2017,2021
0266510,24377,3615,112,41,840,226,2018,2022
0266510,25917,3789,96,40,826,241,2019,2023
0266550,34307,7492,,,,,2007,2011
0266550,33008,8523,10,13,933,241,2008,2012
0266550,33577,9939,160,193,851,226,2009,2013
0266550,31604,5908,141,99,957,213,2010,2014
0266550,31770,5903,96,76,984,205,2011,2015
0266550,32346,6484,106,79,1068,198,2012,2016
0266550,33150,4726,104,77,1080,219,2013,2017
0266550,34788,5269,62,70,995,187,2014,2018
0266550,34199,5000,5,9,1006,215,2015,2019
0266550,33922,5787,69,96,930,206,2016,2020
0266550,37837,7964,77,118,751,231,2017,2021
0266550,41694,10060,71,118,689,210,2018,2022
0266550,36420,6099,72,119,1076,303,2019,2023
0267020,24402,5659,,,,,2007,2011
0267020,25683,3784,227,115,1188,243,2008,2012
0267020,27165,3105,232,80,1236,246,2009,2013
0267020,26266,2409,241,70,1367,226,2010,2014
0267020,26981,2475,216,50,1185,169,2011,2015
0267020,30115,2383,221,65,1248,183,2012,2016
0267020,31510,2371,242,59,1330,206,2013,2017
0267020,32266,3451,227,69,1370,160,2014,2018
0267020,34675,2663,187,61,1307,155,2015,2019
0267020,37722,3413,120,41,1181,162,2016,2020
0267020,37220,3405,122,31,1157,137,2017,2021
0267020,40288,3844,93,30,1043,212,2018,2022
0267020,44106,5643,146,38,1141,164,2019,2023
0267460,8245,1386,,,,,2007,2011
0267460,7321,1574,381,93,715,109,2008,2012
0267460,7887,1254,426,92,817,97,2009,2013
0267460,7507,1254,438,84,869,75,2010,2014
0267460,8101,1431,425,63,879,71,2011,2015
0267460,8745,1189,439,77,929,86,2012,2016
0267460,9659,1572,402,76,932,91,2013,2017
0267460,10487,1376,368,70,921,81,2014,2018
0267460,11111,1400,362,81,975,99,2015,2019
0267460,10608,1294,317,83,849,110,2016,2020
0267460,14382,7333,291,85,946,117,2017,2021
0267460,17931,25196,278,82,823,182,2018,2022
0267460,18839,45089,245,79,766,293,2019,2023
0267570,19765,5033,,,,,2007,2011
0267570,20757,5834,130,97,394,132,2008,2012
0267570,21912,6879,135,105,439,137,2009,2013
0267570,22467,5706,113,75,470,103,2010,2014
0267570,23050,7099,61,44,401,70,2011,2015
0267570,26399,4657,53,23,421,82,2012,2016
0267570,22722,4389,57,21,375,74,2013,2017
0267570,24903,3574,58,26,359,58,2014,2018
0267570,27408,4349,69,24,352,57,2015,2019
0267570,22031,5080,63,27,327,72,2016,2020
0267570,21713,5499,71,35,356,80,2017,2021
0267570,24381,6921,64,37,361,96,2018,2022
0267570,26533,6865,71,33,354,77,2019,2023
0267680,8356,1556,,,,,2007,2011
0267680,7644,1139,188,64,525,87,2008,2012
0267680,7879,1329,211,72,483,97,2009,2013
0267680,8383,1334,224,68,446,68,2010,2014
0267680,8360,1090,215,41,487,40,2011,2015
0267680,9318,1367,223,50,517,48,2012,2016
0267680,8627,1393,287,55,530,53,2013,2017
0267680,8585,1612,325,64,581,73,2014,2018
0267680,8668,1713,313,70,586,76,2015,2019
0267680,9165,2148,245,74,455,88,2016,2020
0267680,8303,1872,272,91,455,104,2017,2021
0267680,10118,1898,245,106,506,116,2018,2022
0267680,11190,2885,216,79,491,101,2019,2023
0268230,10973,2054,,,,,2007,2011
0268230,11878,2285,212,70,686,104,2008,2012
0268230,10052,1668,255,69,692,94,2009,2013
0268230,10632,1684,254,67,753,91,2010,2014
0268230,11313,1318,237,54,793,63,2011,2015
0268230,10811,1910,317,66,806,72,2012,2016
0268230,9479,1221,379,63,813,75,2013,2017
0268230,9635,1548,391,84,839,94,2014,2018
0268230,8136,1328,432,91,789,104,2015,2019
0268230,9072,1869,400,87,724,112,2016,2020
0268230,11454,2850,318,89,655,115,2017,2021
0268230,14015,4018,230,89,551,110,2018,2022
0268230,13528,3056,175,56,397,76,2019,2023
0268340,30754,5837,,,,,2007,2011
0268340,34738,6555,26,20,286,69,2008,2012
0268340,30033,3872,25,19,280,64,2009,2013
0268340,32704,6114,33,23,264,51,2010,2014
0268340,32279,4613,23,15,243,43,2011,2015
0268340,31239,5022,14,13,244,45,2012,2016
0268340,32805,4787,17,14,234,46,2013,2017
0268340,32409,5307,17,13,225,41,2014,2018
0268340,33705,4508,1,3,204,52,2015,2019
0268340,36980,5021,0,10,160,47,2016,2020
0268340,42778,8708,0,10,171,55,2017,2021
0268340,42764,9020,4,7,182,61,2018,2022
0268340,45263,9583,10,10,174,57,2019,2023
0268370,31978,10586,,,,,2007,2011
0268370,32771,9377,19,25,138,49,2008,2012
0268370,38366,7636,7,8,159,37,2009,2013
0268370,35729,6162,17,13,180,43,2010,2014
0268370,35429,6728,19,12,174,41,2011,2015
0268370,33810,6241,18,13,175,47,2012,2016
0268370,36655,6208,11,9,180,47,2013,2017
0268370,42392,10093,12,11,164,39,2014,2018
0268370,45303,11128,0,9,160,44,2015,2019
0268370,40618,7276,4,6,175,48,2016,2020
0268370,37235,6248,29,20,223,57,2017,2021
0268370,36154,8581,25,15,209,55,2018,2022
0268370,43658,6704,25,14,207,61,2019,2023
0268560,28793,8254,,,,,2007,2011
0268560,27332,6351,144,123,2243,211,2008,2012
0268560,28902,6039,123,96,2323,192,2009,2013
0268560,30076,7444,123,97,2233,182,2010,2014
0268560,24671,4607,173,105,2067,272,2011,2015
0268560,27810,3587,157,103,2171,126,2012,2016
0268560,26771,3598,205,143,2232,104,2013,2017
0268560,28552,4233,269,174,2270,96,2014,2018
0268560,27751,4327,275,161,2299,113,2015,2019
0268560,30301,4406,200,138,2329,134,2016,2020
0268560,30932,4363,219,162,2163,109,2017,2021
0268560,34044,5496,138,101,2266,104,2018,2022
0268560,33987,5780,229,156,2148,51,2019,2023
0268670,12415,2727,,,,,2007,2011
0268670,14923,3793,14,11,64,35,2008,2012
0268670,17370,5134,16,13,74,35,2009,2013
0268670,15057,4747,21,11,58,25,2010,2014
0268670,21947,9122,11,8,43,17,2011,2015
0268670,22837,5151,16,8,59,18,2012,2016
0268670,21978,6651,24,10,63,21,2013,2017
0268670,20663,8710,33,17,75,22,2014,2018
0268670,22902,8748,24,17,61,23,2015,2019
0268670,23429,14588,23,16,56,23,2016,2020
0268670,26131,25733,23,20,42,25,2017,2021
0268670,26389,15769,32,25,65,28,2018,2022
0268670,43739,48032,19,16,36,24,2019,2023
0268890,12803,3003,,,,,2007,2011
0268890,13636,2946,55,31,233,59,2008,2012
0268890,15054,2323,41,21,209,53,2009,2013
0268890,13648,2057,60,23,212,38,2010,2014
0268890,14677,2077,52,19,223,30,2011,2015
0268890,15998,2139,39,15,246,34,2012,2016
0268890,15500,1842,45,17,282,37,2013,2017
0268890,15424,2025,45,18,294,40,2014,2018
0268890,15525,2451,43,21,302,41,2015,2019
0268890,15936,2539,39,23,324,51,2016,2020
0268890,14985,2002,40,27,330,59,2017,2021
0268890,15934,2678,39,22,312,74,2018,2022
0268890,18326,2760,32,26,293,65,2019,2023
0269770,10439,1693,,,,,2007,2011
0269770,10831,1622,197,56,632,84,2008,2012
0269770,10651,1289,181,49,619,78,2009,2013
0269770,9724,1852,206,54,626,80,2010,2014
0269770,10829,1549,242,47,565,49,2011,2015
0269770,10442,2094,214,45,532,61,2012,2016
0269770,11849,1735,193,38,518,55,2013,2017
0269770,13596,2352,216,41,522,56,2014,2018
0269770,14352,2603,198,40,495,58,2015,2019
0269770,16077,2706,163,39,499,65,2016,2020
0269770,16631,3218,179,50,560,77,2017,2021
0269770,17896,3361,179,55,568,95,2018,2022
0269770,19226,3194,107,38,462,91,2019,2023
0270100,10261,2320,,,,,2007,2011
0270100,10567,2387,63,28,368,98,2008,2012
0270100,10238,2437,61,24,356,88,2009,2013
0270100,12236,2404,54,23,302,58,2010,2014
0270100,11855,2231,97,44,337,47,2011,2015
0270100,10624,2370,72,35,285,44,2012,2016
0270100,11155,2451,87,38,273,48,2013,2017
0270100,13360,3138,83,43,286,44,2014,2018
0270100,14397,3516,110,44,289,53,2015,2019
0270100,16739,3620,61,33,208,50,2016,2020
0270100,18182,3897,63,39,200,57,2017,2021
0270100,21300,4682,77,45,235,66,2018,2022
0270100,19264,5112,64,37,203,55,2019,2023
0270320,35507,9028,,,,,2007,2011
0270320,36007,6944,2,4,121,38,2008,2012
0270320,31131,6959,7,11,148,52,2009,2013
0270320,32962,6920,8,8,170,66,2010,2014
0270320,28573,7041,13,13,168,70,2011,2015
0270320,20163,7140,19,16,172,83,2012,2016
0270320,16512,7705,12,13,155,83,2013,2017
0270320,33518,19232,7,8,120,50,2014,2018
0270320,47277,23890,3,8,73,49,2015,2019
0270320,62694,23032,8,13,171,81,2016,2020
0270320,58754,19770,3,6,134,61,2017,2021
0270320,67402,19831,0,10,106,55,2018,2022
0270320,57577,11120,0,10,66,38,2019,2023
0270540,32451,2315,,,,,2007,2011
0270540,32162,2055,640,217,8653,89,2008,2012
0270540,32521,1506,879,217,8769,84,2009,2013
0270540,33920,1966,705,185,8812,67,2010,2014
0270540,33890,1875,798,186,8820,42,2011,2015
0270540,35655,2066,796,176,8799,45,2012,2016
0270540,36617,2006,800,174,8656,45,2013,2017
0270540,38423,2165,639,117,8554,55,2014,2018
0270540,39615,2612,731,151,8438,55,2015,2019
0270540,41082,2707,551,126,8383,55,2016,2020
0270540,39792,2396,573,137,8335,59,2017,2021
0270540,43964,2187,571,162,8278,46,2018,2022
0270540,45532,2144,688,178,8209,139,2019,2023
0270760,36342,7090,,,,,2007,2011
0270760,36871,5255,50,35,999,231,2008,2012
0270760,37527,4833,59,33,1029,176,2009,2013
0270760,41781,6956,45,20,930,141,2010,2014
0270760,38917,4106,44,19,956,111,2011,2015
0270760,39455,3651,53,18,967,100,2012,2016
0270760,39167,4482,58,17,991,89,2013,2017
0270760,40082,5761,56,27,998,126,2014,2018
0270760,39751,5334,70,25,1050,99,2015,2019
0270760,42347,5631,75,32,1189,158,2016,2020
0270760,43991,7513,64,26,1217,168,2017,2021
0270760,46997,6469,81,57,1179,103,2018,2022
0270760,54622,10163,81,75,1212,91,2019,2023
0270870,,,,,,,2007,2011
0270870,,,0,10,4,6,2008,2012
0270870,17488,4185,0,9,25,25,2009,2013
0270870,16804,9059,12,18,47,32,2010,2014
0270870,17521,9623,11,17,42,31,2011,2015
0270870,21849,11097,13,20,51,31,2012,2016
0270870,22349,13068,15,22,57,39,2013,2017
0270870,40098,42621,24,26,42,31,2014,2018
0270870,76407,50714,9,13,29,21,2015,2019
0270870,72437,51870,10,15,30,22,2016,2020
0270870,44517,40881,42,39,69,46,2017,2021
0270870,44040,35310,39,38,63,47,2018,2022
0270870,31027,28989,39,39,73,46,2019,2023
0270930,22552,11300,,,,,2007,2011
0270930,15483,5629,59,68,174,108,2008,2012
0270930,14883,5470,73,86,186,119,2009,2013
0270930,11509,4584,67,78,139,96,2010,2014
0270930,5939,3715,78,92,84,93,2011,2015
0270930,,,0,9,0,9,2012,2016
0270930,,,0,9,0,9,2013,2017
0270930,,,0,9,0,9,2014,2018
0270930,,,0,9,0,9,2015,2019
0270930,,,0,10,27,40,2016,2020
0270930,25242,19858,13,20,85,66,2017,2021
0270930,28758,19150,15,22,81,67,2018,2022
0270930,32561,17912,17,24,88,84,2019,2023
0271090,22259,8070,,,,,2007,2011
0271090,22405,8361,16,12,77,26,2008,2012
0271090,18113,10122,22,19,82,25,2009,2013
0271090,14933,3932,30,18,95,25,2010,2014
0271090,13765,3419,30,14,89,24,2011,2015
0271090,15217,4455,26,15,80,26,2012,2016
0271090,13656,4663,35,19,83,26,2013,2017
0271090,20366,7645,22,15,81,23,2014,2018
0271090,19561,7483,29,21,92,25,2015,2019
0271090,21440,10110,19,17,78,26,2016,2020
0271090,16135,7400,22,20,81,29,2017,2021
0271090,16915,7681,20,16,73,28,2018,2022
0271090,14052,5134,20,17,61,30,2019,2023
0271640,29640,7674,,,,,2007,2011
0271640,30553,7685,252,91,4121,91,2008,2012
0271640,31295,7367,208,73,4199,73,2009,2013
0271640,32892,6816,147,70,4266,76,2010,2014
0271640,33507,7682,227,123,4335,76,2011,2015
0271640,31210,3260,220,133,4403,81,2012,2016
0271640,36987,6623,288,145,4452,76,2013,2017
0271640,36626,7163,312,128,4522,76,2014,2018
0271640,37120,7425,397,156,4600,73,2015,2019
0271640,36433,7799,676,332,4654,70,2016,2020
0271640,37130,7782,823,306,4321,69,2017,2021
0271640,36352,4552,706,278,4318,43,2018,2022
0271640,35118,4749,803,346,4348,40,2019,2023
0272135,34882,3567,747,259,6119,614,2016,2020
0272135,37358,3299,796,282,6378,473,2017,2021
0272135,39678,3335,613,243,6369,538,2018,2022
0272135,42248,4188,647,264,6084,540,2019,2023
0272190,23372,7334,,,,,2007,2011
0272190,41528,16964,10,9,57,24,2008,2012
0272190,38625,28749,14,12,57,19,2009,2013
0272190,41308,14438,13,8,60,16,2010,2014
0272190,39130,11346,8,5,63,19,2011,2015
0272190,35582,15483,7,6,55,17,2012,2016
0272190,34094,9302,7,6,47,16,2013,2017
0272190,31688,9566,5,5,41,20,2014,2018
0272190,31078,13882,3,5,46,25,2015,2019
0272190,33495,13519,3,4,42,21,2016,2020
0272190,35204,14533,3,3,56,27,2017,2021
0272190,31058,12268,3,4,53,26,2018,2022
0272190,35259,10722,10,8,66,25,2019,2023
0272230,22274,7896,,,,,2007,2011
0272230,28535,20088,119,183,564,238,2008,2012
0272230,31143,16087,200,144,623,195,2009,2013
0272230,32265,18631,175,160,547,227,2010,2014
0272230,36850,19211,172,181,581,193,2011,2015
0272230,35154,19456,160,148,566,205,2012,2016
0272230,29785,7284,84,73,496,133,2013,2017
0272230,25216,6739,27,28,552,149,2014,2018
0272230,25335,6856,34,38,493,146,2015,2019
0272230,23861,6190,40,37,396,129,2016,2020
0272230,33542,9660,22,21,443,151,2017,2021
0272230,39560,10632,12,15,478,172,2018,2022
0272230,47902,11646,25,24,354,134,2019,2023
0272960,8938,1746,,,,,2007,2011
0272960,9235,2141,194,64,574,103,2008,2012
0272960,8342,1402,210,61,587,89,2009,2013
0272960,9849,1430,189,51,533,67,2010,2014
0272960,11304,1409,159,44,543,62,2011,2015
0272960,11221,1950,177,40,510,51,2012,2016
0272960,10650,1875,169,38,498,51,2013,2017
0272960,14268,3599,150,41,473,64,2014,2018
0272960,14291,4214,216,50,615,91,2015,2019
0272960,14589,5544,210,49,620,93,2016,2020
0272960,16623,9461,174,47,646,131,2017,2021
0272960,20441,12794,182,57,650,166,2018,2022
0272960,13923,2047,238,57,664,117,2019,2023
0272985,34949,4216,,,,,2007,2011
0272985,39513,4958,55,62,6173,794,2008,2012
0272985,42580,6942,149,161,6290,820,2009,2013
0272985,44587,6571,159,147,6180,746,2010,2014
0272985,44241,8234,192,164,6272,952,2011,2015
0272985,41575,6192,235,212,6615,1033,2012,2016
0272985,41275,6532,226,208,7503,1014,2013,2017
0272985,44342,8048,122,106,7325,1327,2014,2018
0272985,48101,7822,141,127,7572,947,2015,2019
0272985,46693,7851,85,77,7272,1230,2016,2020
0272985,49688,7995,48,57,7331,1044,2017,2021
0272985,53582,7066,71,83,6443,1346,2018,2022
0272985,53386,8071,37,49,5841,1031,2019,2023
0273070,33942,3909,,,,,2007,2011
0273070,35725,4538,401,208,5393,569,2008,2012
0273070,35917,4166,458,235,5204,585,2009,2013
0273070,34335,4139,443,239,5718,605,2010,2014
0273070,32429,3086,608,280,6024,593,2011,2015
0273070,33689,3350,551,268,5631,599,2012,2016
0273070,37770,5970,500,249,5366,599,2013,2017
0273070,39122,5257,465,241,5301,632,2014,2018
0273070,42084,6524,627,301,5148,672,2015,2019
0273070,53987,14462,495,240,5129,660,2016,2020
0273070,59704,14660,536,301,5998,664,2017,2021
0273070,61101,15495,620,270,6287,661,2018,2022
0273070,62391,14472,398,186,6758,616,2019,2023
0273290,21997,11398,,,,,2007,2011
0273290,13320,6429,31,23,61,29,2008,2012
0273290,4917,3151,57,36,66,38,2009,2013
0273290,5087,3351,59,39,69,39,2010,2014
0273290,7868,4596,18,12,25,15,2011,2015
0273290,8720,8109,13,10,20,13,2012,2016
0273290,6880,8139,8,6,10,6,2013,2017
0273290,6964,9417,9,7,11,6,2014,2018
0273290,8333,6805,8,6,15,10,2015,2019
0273290,10022,6510,3,3,9,8,2016,2020
0273290,12989,9318,2,3,9,11,2017,2021
0273290,10189,5438,3,4,9,12,2018,2022
0273290,12900,8274,3,5,7,11,2019,2023
0273400,4320,2201,,,,,2007,2011
0273400,3240,1688,39,28,40,27,2008,2012
0273400,6017,3245,47,26,53,26,2009,2013
0273400,6707,3907,50,25,61,26,2010,2014
0273400,11760,5817,25,15,40,21,2011,2015
0273400,18851,7595,27,20,45,26,2012,2016
0273400,17631,7689,21,15,36,17,2013,2017
0273400,17183,7576,23,16,41,20,2014,2018
0273400,19378,10366,22,19,40,21,2015,2019
0273400,21600,10195,19,19,35,21,2016,2020
0273400,18185,11625,13,16,30,20,2017,2021
0273400,23141,11810,14,16,37,21,2018,2022
0273400,40338,14888,0,10,12,10,2019,2023
0273950,,,,,,,2007,2011
0273950,,,0,10,7,12,2008,2012
0273950,,,0,9,16,13,2009,2013
0273950,,,0,9,15,17,2010,2014
0273950,,,0,9,15,17,2011,2015
0273950,83540,11933,0,9,53,54,2012,2016
0273950,81197,22170,0,9,39,52,2013,2017
0273950,,,0,9,40,61,2014,2018
0273950,,,0,9,32,51,2015,2019
0273950,93003,5637,0,10,39,48,2016,2020
0273950,,,0,10,14,20,2017,2021
0273950,,,0,10,14,20,2018,2022
0273950,,,0,10,20,23,2019,2023
0274340,46225,3008,,,,,2007,2011
0274340,47217,4240,0,10,23,24,2008,2012
0274340,,,0,9,11,16,2009,2013
0274340,,,0,9,0,9,2010,2014
0274340,,,0,9,0,9,2011,2015
0274340,,,0,9,0,9,2012,2016
0274340,,,0,9,0,9,2013,2017
0274340,,,0,9,0,9,2014,2018
0274340,,,0,9,0,9,2015,2019
0274340,,,0,10,0,10,2016,2020
0274340,,,0,10,0,10,2017,2021
0274340,,,0,10,0,10,2018,2022
0274340,32667,9574,0,10,30,31,2019,2023
0274350,22080,4334,,,,,2007,2011
0274350,23923,4260,238,132,1500,354,2008,2012
0274350,23890,3493,208,116,1491,339,2009,2013
0274350,25267,3478,195,116,1420,295,2010,2014
0274350,26336,3239,201,122,1404,323,2011,2015
0274350,25623,3717,174,107,1332,360,2012,2016
0274350,31344,9672,169,117,898,238,2013,2017
0274350,33789,10353,107,71,871,192,2014,2018
0274350,31121,9647,134,73,1061,236,2015,2019
0274350,34202,9401,78,45,1261,297,2016,2020
0274350,35601,8954,109,59,1172,269,2017,2021
0274350,27750,7454,241,151,1533,367,2018,2022
0274350,35210,9519,225,157,1484,414,2019,2023
0274525,19926,4124,,,,,2007,2011
0274525,17542,3543,180,78,762,173,2008,2012
0274525,17088,3689,176,78,672,143,2009,2013
0274525,18487,3724,192,72,740,134,2010,2014
0274525,15622,2959,244,80,853,135,2011,2015
0274525,18115,3261,186,56,897,105,2012,2016
0274525,19716,3293,163,58,997,119,2013,2017
0274525,20554,3274,193,76,1045,151,2014,2018
0274525,20881,3188,166,74,999,162,2015,2019
0274525,23433,3496,102,51,930,159,2016,2020
0274525,28097,4625,107,58,892,153,2017,2021
0274525,29078,5703,55,51,875,174,2018,2022
0274525,30953,7025,35,25,963,206,2019,2023
0274610,8765,6797,,,,,2007,2011
0274610,8070,5345,18,25,46,34,2008,2012
0274610,20221,9320,0,9,48,24,2009,2013
0274610,21555,7473,0,9,56,23,2010,2014
0274610,17269,6453,16,14,49,22,2011,2015
0274610,17637,8168,12,12,49,18,2012,2016
0274610,20713,10778,12,12,40,18,2013,2017
0274610,5835,4602,16,13,23,15,2014,2018
0274610,7538,3957,53,29,72,27,2015,2019
0274610,11796,6064,30,27,53,34,2016,2020
0274610,11216,6233,34,30,58,36,2017,2021
0274610,15053,11245,36,32,58,36,2018,2022
0274610,25373,13325,38,36,67,38,2019,2023
0274830,20250,5334,,,,,2007,2011
0274830,21567,4976,84,51,510,172,2008,2012
0274830,27100,7747,67,42,529,159,2009,2013
0274830,32090,8009,56,42,508,144,2010,2014
0274830,31539,6456,41,27,616,156,2011,2015
0274830,29398,4617,37,25,844,209,2012,2016
0274830,30233,4704,34,24,946,225,2013,2017
0274830,29226,4547,52,28,965,270,2014,2018
0274830,26961,3140,38,25,1237,232,2015,2019
0274830,25568,2793,91,68,1199,298,2016,2020
