reporting_entity_id,year,residential_rate,commercial_rate,industrial_rate
93,2013,0.22,0.65,
93,2014,0.22,0.62,
93,2015,0.23,0.57,
93,2016,0.23,0.49,
93,2017,0.24,0.53,
93,2018,0.26,0.58,
93,2019,0.27,0.62,
93,2020,0.28,0.57,
93,2021,0.29,0.63,
94,2011,0.39,0.87,
94,2012,0.23,0.86,
94,2012,0.36,0.87,
94,2013,0.21,0.72,
94,2014,0.22,0.81,
94,2015,0.22,0.76,
94,2016,0.23,0.71,
94,2017,0.22,0.57,
94,2018,0.24,0.63,
94,2019,0.24,0.62,
94,2020,0.26,0.71,
94,2021,0.27,0.77,
95,2011,0.37,0.90,
95,2012,0.33,0.90,
95,2013,0.33,0.90,
95,2014,0.39,0.90,
95,2015,0.48,0.90,
95,2016,0.33,0.90,
95,2017,0.30,0.90,
95,2018,0.24,0.83,
95,2019,0.23,0.90,
95,2020,0.27,0.90,
95,2021,0.41,0.90,
96,2011,0.15,0.51,
96,2012,0.14,0.50,
96,2013,0.14,0.50,
96,2014,0.15,0.50,
96,2015,0.17,0.50,
96,2016,0.24,0.50,
96,2017,0.28,0.50,
96,2018,0.24,0.50,
96,2019,0.22,0.50,
96,2020,0.23,0.50,
96,2021,0.24,0.50,
97,2011,0.25,0.57,
97,2012,0.29,0.65,
97,2013,0.30,0.65,
97,2014,0.36,0.65,
97,2015,0.38,0.65,
97,2016,0.42,0.65,
97,2017,0.43,0.65,
97,2018,0.34,0.65,
97,2019,0.33,0.65,
97,2020,0.34,0.65,
97,2021,0.37,0.66,
98,2011,0.21,0.59,
98,2012,0.22,0.65,
98,2013,0.21,0.62,
98,2014,0.21,0.63,
98,2015,0.22,0.62,
98,2016,0.22,0.48,
98,2017,0.22,0.48,
98,2018,0.24,0.53,
98,2019,0.24,0.57,
98,2020,0.26,0.56,
98,2021,0.26,0.53,
99,2011,0.16,0.42,
99,2012,0.16,0.43,
99,2013,0.17,0.42,
99,2014,0.17,0.43,
99,2015,0.18,0.41,
99,2016,0.20,0.40,
99,2017,0.20,0.38,
99,2018,0.21,0.38,
99,2019,0.22,0.39,
99,2020,0.23,0.41,
99,2021,0.23,0.36,
100,2011,0.21,0.55,
100,2012,0.21,0.60,
100,2013,0.20,0.60,
100,2014,0.20,0.62,
100,2015,0.22,0.63,
100,2016,0.22,0.53,
100,2017,0.22,0.50,
100,2018,0.23,0.51,
100,2019,0.24,0.59,
100,2020,0.26,0.57,
100,2021,0.26,0.51,
101,2011,0.24,0.49,
101,2012,0.60,0.95,
101,2013,0.54,0.95,
101,2014,0.47,0.95,
101,2015,0.48,0.95,
101,2016,0.54,0.95,
101,2017,0.60,0.95,
101,2018,0.67,0.95,
101,2020,0.60,0.95,
101,2021,0.61,0.95,
102,2011,0.25,0.52,
102,2012,0.20,0.52,
102,2013,0.20,0.52,
102,2014,0.21,0.52,
102,2015,0.22,0.52,
102,2016,0.27,0.52,
102,2017,0.31,0.52,
102,2018,0.32,0.52,
102,2019,0.26,0.52,
102,2020,0.21,0.52,
102,2021,0.30,0.52,
103,2011,0.24,0.60,
103,2012,0.18,0.61,
103,2013,0.20,0.61,
103,2014,0.20,0.61,
103,2015,0.30,0.66,
103,2016,0.39,0.67,
103,2017,0.37,0.67,
103,2018,0.30,0.67,
103,2019,0.34,0.78,
103,2020,0.31,0.67,
103,2021,0.32,0.67,
104,2011,0.31,0.42,
104,2012,0.38,0.44,
104,2013,0.38,0.44,
104,2014,0.38,0.44,
104,2015,0.44,0.44,
104,2016,0.40,0.41,
104,2017,0.41,0.41,
104,2018,0.41,0.41,
104,2019,0.41,0.41,
104,2020,0.41,0.41,
105,2011,0.30,0.70,
105,2012,0.20,0.70,
105,2013,0.20,0.70,
105,2014,0.22,0.70,
105,2015,0.33,0.76,
105,2016,0.43,0.85,
105,2017,0.48,0.85,
105,2018,0.48,0.85,
105,2019,0.35,0.85,
105,2020,0.37,0.85,
105,2021,0.38,0.85,
106,2011,0.95,1.65,
106,2012,0.89,1.70,
106,2013,0.96,1.77,
106,2014,0.97,1.77,
106,2015,0.98,1.78,
106,2016,0.93,1.73,
106,2017,0.98,1.77,
106,2018,1.00,1.77,
106,2019,1.00,1.77,
106,2020,1.00,1.77,
106,2021,1.02,1.77,
107,2011,0.21,0.58,
107,2012,0.22,0.64,
107,2013,0.20,0.61,
107,2014,0.20,0.61,
107,2015,0.22,0.60,
107,2016,0.22,0.56,
107,2017,0.22,0.51,
107,2018,0.24,0.51,
107,2019,0.24,0.54,
107,2020,0.25,0.54,
107,2021,0.26,0.51,
108,2011,0.20,0.67,
108,2012,0.23,0.90,
108,2013,0.31,0.94,
108,2014,0.22,0.88,
108,2015,0.25,0.80,
108,2016,0.18,0.75,
108,2017,0.31,0.87,
108,2018,0.29,0.89,
108,2019,0.28,1.05,
108,2020,0.28,1.00,
108,2021,0.29,1.02,
109,2011,0.26,0.55,
109,2012,0.31,0.55,
109,2013,0.27,0.55,
109,2014,0.28,0.55,
109,2015,0.30,0.55,
109,2016,0.31,0.55,
109,2017,0.32,0.55,
109,2018,0.30,0.55,
109,2019,0.34,0.57,
109,2020,0.38,0.60,
109,2021,0.41,0.60,
110,2011,0.21,0.50,
110,2012,0.21,0.58,
110,2013,0.20,0.60,
110,2014,0.21,0.62,
110,2015,0.22,0.60,
110,2016,0.22,0.50,
110,2017,0.22,0.47,
110,2018,0.24,0.50,
110,2019,0.24,0.54,
110,2020,0.25,0.54,
110,2021,0.26,0.48,
111,2011,0.17,0.51,
111,2012,0.20,0.59,
111,2013,0.32,0.75,
111,2014,0.37,0.86,
111,2015,0.36,0.85,
111,2016,0.37,0.79,
111,2017,0.37,0.75,
111,2018,0.39,0.73,
111,2019,0.40,0.78,
111,2020,0.41,0.79,
111,2021,0.41,0.78,
112,2011,0.21,0.55,
112,2012,0.21,0.54,
112,2013,0.20,0.56,
112,2014,0.20,0.58,
112,2015,0.23,0.59,
112,2016,0.24,0.56,
112,2017,0.25,0.56,
112,2018,0.25,0.52,
112,2019,0.27,0.58,
112,2020,0.27,0.56,
112,2021,0.27,0.52,
113,2011,0.18,0.69,
113,2011,0.19,0.67,
113,2012,0.21,0.70,
113,2013,0.22,0.71,
113,2014,0.27,0.71,
113,2015,0.30,0.65,
113,2016,0.31,0.55,
113,2017,0.31,0.57,
113,2018,0.31,0.65,
113,2019,0.31,0.61,
113,2020,0.31,0.56,
113,2021,0.35,0.64,
114,2011,0.21,0.59,
114,2012,0.22,0.63,
114,2013,0.20,0.61,
114,2014,0.21,0.61,
114,2015,0.22,0.58,
114,2016,0.21,0.44,
114,2017,0.22,,
114,2018,0.24,,
114,2019,0.24,,
114,2020,0.25,,
114,2021,0.26,,
115,2011,0.21,0.54,
115,2012,0.22,0.61,
115,2013,0.20,0.61,
115,2014,0.21,0.63,
115,2015,0.22,0.60,
115,2016,0.22,0.54,
115,2017,0.22,0.49,
115,2018,0.24,0.51,
115,2019,0.24,0.57,
115,2020,0.26,0.56,
115,2021,0.27,0.49,
116,2011,0.24,0.50,
116,2012,0.22,0.56,
116,2013,0.19,0.58,
116,2014,0.22,0.62,
116,2015,0.18,0.57,
116,2016,0.18,0.49,
116,2017,0.21,0.48,
116,2018,0.20,0.46,
116,2019,0.19,0.48,
116,2020,0.21,0.48,
116,2021,0.23,0.48,
117,2011,0.26,0.83,
117,2012,0.24,0.83,
117,2013,0.26,0.86,
117,2014,0.28,0.88,
117,2015,0.32,0.85,
117,2016,0.39,0.83,
117,2017,0.42,0.77,
117,2018,0.37,0.69,
117,2019,0.33,0.70,
117,2020,0.41,0.80,
117,2021,0.45,0.77,
118,2011,0.23,0.64,
118,2012,0.29,0.70,
118,2013,0.31,0.70,
118,2014,0.32,0.70,
118,2015,0.35,0.70,
118,2016,0.47,0.70,
118,2017,0.38,0.70,
118,2018,0.44,0.70,
118,2019,0.49,0.70,
118,2020,0.50,0.70,
118,2021,0.55,0.70,
119,2011,0.18,0.55,
119,2012,0.20,0.58,
119,2013,0.21,0.58,
119,2014,0.22,0.56,
119,2015,0.23,0.40,
119,2016,0.23,0.37,
119,2017,0.24,0.35,
119,2018,0.26,0.29,
119,2019,0.26,0.28,
119,2020,0.26,0.26,
119,2021,0.28,0.29,
120,2011,0.33,0.77,
120,2012,0.34,0.84,
120,2013,0.32,0.84,
120,2014,0.19,0.84,
120,2015,0.20,0.84,
120,2016,0.22,0.84,
120,2017,0.27,0.84,
120,2018,0.39,0.84,
120,2019,0.40,0.77,
120,2020,0.42,0.84,
120,2021,0.41,0.84,
121,2011,0.21,0.62,
121,2012,0.22,0.63,
121,2013,0.21,0.65,
121,2014,0.21,0.64,
121,2015,0.22,0.64,
121,2016,0.22,0.60,
121,2017,0.22,0.57,
121,2018,0.24,0.56,
121,2019,0.24,0.59,
121,2020,0.26,0.62,
121,2021,0.26,0.54,
122,2011,0.31,0.80,
122,2012,0.22,0.80,
122,2013,0.20,0.80,
122,2014,0.23,0.80,
122,2015,0.26,0.80,
122,2016,0.36,0.80,
122,2017,0.37,0.80,
122,2018,0.37,0.80,
122,2019,0.33,0.80,
122,2020,0.34,0.80,
122,2021,0.46,0.80,
123,2011,0.21,0.52,
123,2012,0.21,0.57,
123,2013,0.20,0.55,
123,2014,0.20,0.55,
123,2015,0.22,0.56,
123,2016,0.23,0.53,
123,2017,0.24,0.51,
123,2018,0.25,0.50,
123,2019,0.27,0.54,
123,2020,0.28,0.56,
123,2021,0.27,0.52,
124,2011,0.23,0.80,
124,2012,0.22,0.87,
124,2013,0.25,0.90,
124,2014,0.28,0.90,
124,2015,0.37,0.90,
124,2016,0.46,0.90,
124,2017,0.52,0.90,
124,2018,0.41,0.90,
124,2019,0.39,0.90,
124,2020,0.40,0.90,
124,2021,0.42,0.90,
125,2011,0.20,0.60,
125,2012,0.14,0.60,
125,2013,0.14,0.60,
125,2014,0.16,0.66,
125,2015,0.15,0.75,
125,2016,0.16,0.75,
125,2017,0.17,0.75,
125,2018,0.18,0.75,
125,2019,0.19,0.75,
125,2020,0.20,0.75,
125,2021,0.20,0.75,
126,2011,0.22,0.74,
126,2012,0.23,0.81,
126,2013,0.22,0.87,
126,2014,0.22,0.88,
126,2015,0.23,0.87,
126,2016,0.23,0.82,
126,2017,0.23,0.77,
126,2018,0.25,0.79,
126,2019,0.25,0.81,
126,2020,0.27,0.93,
126,2021,0.28,0.91,
127,2011,0.19,0.36,
127,2012,0.19,0.36,
127,2013,0.20,0.37,
127,2014,0.21,0.39,
127,2015,0.23,0.40,
127,2016,0.24,0.36,
127,2017,0.24,0.34,
127,2018,0.27,0.36,
127,2019,0.23,0.35,
127,2020,0.26,0.37,
127,2021,0.28,0.36,
128,2011,0.21,0.61,
128,2012,0.22,0.65,
128,2013,0.21,0.65,
128,2014,0.21,0.66,
128,2015,0.22,0.68,
128,2016,0.22,0.60,
128,2017,0.22,0.51,
128,2018,0.24,0.52,
128,2019,0.24,0.56,
128,2020,0.26,0.58,
128,2021,0.26,0.54,
129,2011,0.19,0.67,
129,2012,0.20,0.68,
129,2013,0.22,0.71,
129,2014,0.24,0.69,
129,2015,0.30,0.65,
129,2016,0.31,0.56,
129,2017,0.31,0.59,
129,2018,0.31,0.69,
129,2019,0.31,0.63,
129,2020,0.31,0.57,
129,2021,0.36,0.68,
130,2011,0.15,0.15,
130,2012,0.08,0.08,
130,2013,0.08,0.08,
130,2014,0.08,0.08,
130,2015,0.08,0.08,
130,2016,0.08,0.08,
130,2017,0.08,0.09,
130,2018,0.08,0.08,
130,2019,0.08,0.08,
130,2020,0.10,0.10,
130,2021,0.09,0.09,
131,2011,0.21,0.53,
131,2012,0.22,0.62,
131,2013,0.20,0.61,
131,2014,0.21,0.63,
131,2015,0.22,0.63,
131,2016,0.22,0.53,
131,2017,0.22,,
131,2018,0.24,,
131,2019,0.24,,
131,2020,0.25,,
131,2021,0.26,,
132,2011,0.26,0.53,
132,2012,0.20,0.53,
132,2013,0.20,0.53,
132,2014,0.19,0.53,
132,2015,0.20,0.53,
132,2016,0.20,0.42,
132,2017,0.20,0.39,
132,2018,0.21,0.41,
132,2019,0.23,0.45,
132,2020,0.25,0.45,
132,2021,0.25,0.42,
133,2011,0.21,0.53,
133,2012,0.21,0.58,
133,2013,0.20,0.57,
133,2014,0.20,0.56,
133,2015,0.23,0.59,
133,2016,0.23,0.52,
133,2017,0.23,0.49,
133,2018,0.25,0.50,
133,2019,0.25,0.52,
133,2020,0.27,0.55,
133,2021,0.27,0.51,
134,2011,0.21,0.58,
134,2012,0.22,0.62,
134,2013,0.20,0.63,
134,2014,0.20,0.62,
134,2015,0.22,0.59,
134,2016,0.22,0.48,
134,2017,0.22,,
134,2018,0.24,,
134,2019,0.24,,
134,2020,0.26,,
134,2021,0.26,,
135,2011,0.22,0.43,
135,2012,0.19,0.45,
135,2013,0.17,0.41,
135,2014,0.20,0.47,
135,2015,0.18,0.37,
135,2016,0.22,0.38,
135,2017,0.25,0.39,
135,2018,0.30,0.43,
135,2019,0.29,0.42,
135,2020,0.31,0.40,
135,2021,0.26,0.40,
136,2011,0.45,0.91,
136,2012,0.41,0.91,
136,2013,0.34,0.91,
136,2014,0.39,0.91,
136,2015,0.47,0.91,
136,2016,0.51,0.89,
136,2017,0.46,0.81,
136,2018,0.44,0.82,
136,2019,0.44,0.82,
136,2020,0.50,0.82,
136,2021,0.52,0.82,
137,2011,0.31,0.69,
137,2012,0.16,0.70,
137,2013,0.20,0.61,
137,2014,0.25,0.54,
137,2015,0.23,0.47,
137,2016,0.24,0.47,
137,2019,0.34,0.22,
137,2020,,,
137,2021,0.20,0.26,
138,2011,0.71,0.95,
138,2012,0.66,0.95,
138,2013,0.62,0.95,
138,2015,0.63,0.95,
138,2016,0.67,0.95,
138,2019,0.73,0.95,
138,2020,0.73,0.95,
139,2011,0.14,0.50,
139,2012,0.14,0.50,
139,2013,0.15,0.50,
139,2014,0.21,0.55,
139,2015,0.26,0.60,
139,2016,0.26,0.60,
139,2017,0.29,0.60,
139,2018,0.31,0.60,
139,2019,0.21,0.60,
139,2020,0.20,0.60,
139,2021,0.20,0.60,
140,2011,0.21,0.54,
140,2012,0.21,0.60,
140,2013,0.20,0.59,
140,2014,0.20,0.61,
140,2015,0.22,0.58,
140,2016,0.22,0.49,
140,2017,0.22,0.50,
140,2018,0.24,0.54,
140,2019,0.24,0.57,
140,2020,0.25,0.55,
140,2021,0.26,0.51,
141,2011,0.21,0.49,
141,2012,0.21,0.58,
141,2013,0.20,0.59,
141,2014,0.20,0.60,
141,2015,0.22,0.58,
141,2016,0.22,0.52,
141,2017,0.22,,
141,2018,0.24,,
141,2019,0.24,,
141,2020,0.25,,
141,2021,0.26,,
142,2017,0.95,0.95,
143,2011,0.14,0.15,
143,2012,0.14,0.15,
143,2013,0.14,0.15,
143,2014,0.15,0.15,
143,2015,0.17,0.17,
143,2016,0.15,0.15,
143,2017,0.21,0.21,
143,2018,0.25,0.25,
143,2019,0.22,0.22,
143,2020,0.21,0.21,
143,2021,0.15,0.15,
144,2011,0.14,0.15,
144,2012,0.14,0.15,
144,2013,0.14,0.15,
144,2014,0.15,0.15,
144,2015,0.15,0.15,
144,2016,0.15,0.15,
144,2017,0.19,0.19,
144,2018,0.22,0.22,
144,2019,0.22,0.22,
144,2020,0.21,0.21,
144,2021,0.15,0.15,
145,2011,0.19,0.68,
145,2012,0.17,0.69,
145,2013,0.20,0.69,
145,2014,0.18,0.66,
145,2015,0.19,0.59,
145,2016,0.21,0.53,
145,2017,0.20,0.51,
145,2018,0.23,0.56,
145,2019,0.21,0.62,
145,2020,0.24,0.62,
145,2021,0.22,0.55,
146,2011,0.54,0.75,
146,2012,0.41,0.75,
146,2013,0.42,0.75,
146,2014,0.29,0.75,
146,2015,0.28,0.73,
146,2016,0.26,0.65,
146,2017,0.33,0.65,
146,2018,0.34,0.65,
146,2019,0.29,0.65,
146,2020,0.29,0.65,
146,2021,0.30,0.65,
147,2011,0.21,0.54,
147,2012,0.21,0.55,
147,2013,0.20,0.52,
147,2014,0.20,0.53,
147,2015,0.23,0.57,
147,2016,0.23,0.48,
147,2017,0.24,0.49,
147,2018,0.26,0.51,
147,2019,0.27,0.53,
147,2020,0.28,0.52,
147,2021,0.28,0.50,
148,2015,0.30,0.81,
148,2016,0.34,0.81,
148,2017,0.36,0.82,
148,2018,0.31,0.83,
148,2019,0.30,0.81,
148,2020,0.35,0.82,
148,2021,0.33,0.81,
149,2011,0.27,0.93,
149,2012,0.36,1.16,
149,2013,0.22,0.89,
149,2014,0.32,1.13,
149,2015,0.27,0.93,
149,2016,0.43,1.08,
149,2017,0.41,1.11,
149,2018,0.44,1.17,
149,2019,0.46,1.21,
149,2020,0.55,1.31,
149,2021,0.36,1.11,
150,2011,0.38,0.84,
150,2012,0.42,0.84,
150,2013,0.42,0.84,
150,2014,0.44,0.84,
150,2015,0.46,0.84,
150,2016,0.45,0.77,
150,2017,0.43,0.75,
150,2018,0.33,0.75,
150,2019,0.32,0.75,
150,2020,0.33,0.75,
150,2021,0.37,0.75,
151,2011,0.21,0.55,
151,2012,0.21,0.61,
151,2013,0.20,0.61,
151,2014,0.21,0.62,
151,2015,0.22,0.61,
151,2016,0.22,0.47,
151,2017,0.22,0.49,
151,2018,0.24,0.53,
151,2019,0.24,0.56,
151,2020,0.26,0.55,
151,2021,0.26,0.50,
152,2011,0.27,0.67,
152,2012,0.29,0.86,
152,2013,0.33,0.99,
152,2014,0.33,1.00,
152,2015,0.34,1.00,
152,2016,0.38,1.00,
152,2017,0.24,1.00,
152,2018,0.23,1.00,
152,2019,0.22,0.92,
152,2020,0.25,1.00,
152,2021,0.27,1.00,
153,2011,0.21,0.49,
153,2012,0.21,0.58,
153,2013,0.20,0.59,
153,2014,0.20,0.60,
153,2015,0.22,0.58,
153,2016,0.22,0.52,
153,2017,0.22,0.50,
153,2018,0.24,0.53,
153,2019,0.24,0.57,
153,2020,0.25,0.38,
153,2021,0.26,0.45,
154,2011,0.21,0.55,
154,2012,0.22,0.64,
154,2013,0.20,0.60,
154,2014,0.21,0.62,
154,2015,0.22,0.62,
154,2016,0.22,0.52,
154,2017,0.22,0.48,
154,2018,0.23,0.50,
154,2019,0.24,0.56,
154,2020,0.25,0.54,
154,2021,0.26,0.52,
155,2011,0.21,0.52,
155,2012,0.19,0.55,
155,2013,0.17,0.53,
155,2014,0.17,0.52,
155,2015,0.16,0.47,
155,2016,0.17,0.41,
155,2017,0.17,0.42,
155,2018,0.18,0.42,
155,2019,0.19,0.41,
155,2020,0.20,0.41,
155,2021,0.20,0.41,
156,2011,0.19,0.58,
156,2012,0.23,0.67,
156,2013,0.19,0.58,
156,2014,0.19,0.56,
156,2015,0.21,0.53,
156,2016,0.24,0.47,
156,2017,0.23,0.46,
156,2018,0.27,0.54,
156,2019,0.23,0.54,
156,2020,0.24,0.51,
156,2021,0.24,0.51,
157,2011,0.21,0.49,
157,2012,0.21,0.54,
157,2013,0.20,0.54,
157,2014,0.20,0.55,
157,2015,0.22,0.58,
157,2016,0.23,0.51,
157,2017,0.23,0.49,
157,2018,0.24,0.50,
157,2019,0.25,0.55,
157,2020,0.26,0.54,
157,2021,0.26,0.51,
158,2011,0.21,0.57,
158,2012,0.22,0.66,
158,2013,0.21,0.64,
158,2014,0.21,0.64,
158,2015,0.22,0.62,
158,2016,0.22,0.53,
158,2017,0.22,0.51,
158,2018,0.24,0.52,
158,2019,0.24,0.58,
158,2020,0.26,0.56,
158,2021,0.26,0.53,
159,2011,0.21,0.57,
159,2012,0.22,0.65,
159,2013,0.21,0.62,
159,2014,0.21,0.62,
159,2015,0.22,0.63,
159,2016,0.22,0.56,
159,2017,0.23,0.52,
159,2018,0.24,0.54,
159,2019,0.24,0.59,
159,2020,0.26,0.57,
159,2021,0.26,0.54,
160,2011,0.21,0.60,
160,2012,0.22,0.66,
160,2013,0.21,0.66,
160,2014,0.21,0.67,
160,2015,0.22,0.65,
160,2016,0.22,0.57,
160,2017,0.22,0.55,
160,2018,0.24,0.55,
160,2019,0.24,0.60,
160,2020,0.26,0.56,
160,2021,0.26,0.53,
161,2011,0.21,0.58,
161,2012,0.21,0.60,
161,2013,0.20,0.56,
161,2014,0.20,0.55,
161,2015,0.23,0.56,
161,2016,0.24,0.45,
161,2017,0.25,0.48,
161,2018,0.27,0.51,
161,2019,0.28,0.54,
161,2020,0.28,0.55,
161,2021,0.29,0.51,
162,2011,0.21,0.59,
162,2012,0.22,0.61,
162,2013,0.20,0.60,
162,2014,0.20,0.62,
162,2015,0.22,0.66,
162,2016,0.22,0.57,
162,2017,0.22,0.51,
162,2018,0.24,0.54,
162,2019,0.24,0.58,
162,2020,0.26,0.56,
162,2021,0.26,0.52,
163,2011,0.22,0.73,
163,2012,0.23,0.89,
163,2013,0.21,0.72,
163,2014,0.22,0.81,
163,2015,0.22,0.76,
163,2016,0.23,0.71,
163,2017,0.22,0.57,
163,2018,0.24,0.63,
163,2019,0.24,0.62,
163,2020,0.26,0.71,
163,2021,0.27,0.77,
164,2011,0.15,0.22,
164,2012,0.17,0.24,
164,2013,0.18,0.25,
164,2014,0.19,0.25,
164,2015,0.23,0.26,
164,2016,0.23,0.26,
164,2017,0.23,0.26,
164,2018,0.25,0.28,
164,2019,0.25,0.27,
164,2020,0.26,0.27,
164,2021,0.28,0.29,
165,2011,0.19,0.67,
165,2012,0.21,0.70,
165,2013,0.22,0.71,
165,2014,0.27,0.71,
165,2015,0.30,0.65,
165,2016,0.31,0.55,
165,2017,0.31,0.57,
165,2018,0.31,0.65,
165,2019,0.31,0.61,
165,2020,0.31,0.56,
165,2021,0.35,0.64,
166,2011,0.19,0.85,
166,2012,0.36,1.16,
166,2013,0.22,0.89,
166,2014,0.33,1.14,
166,2015,0.27,0.93,
166,2016,0.43,1.08,
166,2017,0.41,1.11,
166,2018,0.44,1.17,
166,2019,0.46,1.21,
166,2020,0.55,1.31,
166,2021,0.36,1.11,
167,2011,0.21,0.56,
167,2012,0.22,0.61,
167,2013,0.20,0.59,
167,2014,0.20,0.61,
167,2015,0.22,0.60,
167,2016,0.22,0.52,
167,2017,0.22,0.48,
167,2018,0.23,0.50,
167,2019,0.24,0.56,
167,2020,0.25,0.54,
167,2021,0.26,0.52,
168,2015,0.44,1.07,
168,2016,0.51,1.07,
168,2017,0.54,1.07,
168,2018,0.51,1.07,
169,2011,0.19,0.85,
169,2012,0.36,1.16,
169,2013,0.22,0.89,
169,2014,0.32,1.13,
169,2015,0.28,0.95,
169,2016,0.44,1.09,
169,2017,0.41,1.11,
169,2018,0.44,1.17,
169,2019,0.46,1.21,
169,2020,0.55,1.31,
169,2021,0.36,1.11,
170,2011,0.45,1.02,
170,2012,0.42,1.02,
170,2013,0.43,1.02,
170,2014,0.42,1.02,
170,2015,0.44,1.02,
170,2016,0.53,1.02,
170,2017,0.59,1.02,
170,2018,0.56,1.02,
170,2019,0.51,1.02,
170,2020,0.52,1.02,
170,2021,0.62,1.07,
171,2011,0.30,0.71,
171,2012,0.31,0.76,
171,2013,0.27,0.71,
171,2014,0.28,0.73,
171,2015,0.37,0.79,
171,2016,0.32,0.62,
171,2017,0.31,0.61,
171,2018,0.36,0.67,
171,2019,0.37,0.73,
171,2020,0.35,0.65,
171,2021,0.36,0.64,
172,2011,0.21,0.62,
172,2012,0.26,0.76,
172,2013,0.35,0.88,
172,2014,0.38,0.92,
172,2015,0.44,0.92,
172,2016,0.46,0.92,
172,2017,0.37,0.92,
172,2018,0.33,0.92,
172,2019,0.36,0.92,
172,2020,0.41,0.92,
172,2021,0.41,0.92,
173,2011,0.21,0.62,
173,2012,0.22,0.67,
173,2013,0.21,0.64,
173,2014,0.21,0.63,
173,2015,0.22,0.67,
173,2016,0.22,0.64,
173,2017,0.22,0.55,
173,2018,0.23,0.53,
173,2019,0.24,0.54,
173,2020,0.25,0.56,
173,2021,0.26,0.53,
174,2011,0.31,0.69,
174,2012,0.29,0.75,
174,2013,0.28,0.73,
174,2014,0.31,0.72,
174,2015,0.32,0.69,
174,2016,0.37,0.66,
174,2017,0.30,0.62,
174,2018,0.27,0.64,
174,2019,0.21,0.56,
174,2020,0.25,0.56,
174,2021,0.28,0.59,
175,2011,0.18,0.49,
175,2012,0.20,0.48,
175,2013,0.20,0.49,
175,2014,0.22,0.46,
175,2015,0.26,0.44,
175,2016,0.24,0.34,
175,2017,0.24,0.38,
175,2018,0.18,0.45,
175,2019,0.19,0.41,
175,2020,0.20,0.37,
175,2021,0.21,0.44,
176,2011,0.16,0.24,
176,2012,0.17,0.25,
176,2013,0.18,0.25,
176,2014,0.19,0.25,
176,2015,0.23,0.25,
176,2016,0.23,0.25,
176,2017,0.24,0.26,
176,2018,0.26,0.29,
176,2019,0.26,0.28,
176,2020,0.26,0.26,
176,2021,0.28,0.29,
177,2011,0.21,0.57,
177,2012,0.22,0.62,
177,2013,0.21,0.62,
177,2014,0.21,0.64,
177,2015,0.22,0.63,
177,2016,0.22,0.53,
177,2017,0.22,0.50,
177,2018,0.24,0.53,
177,2019,0.24,0.58,
177,2020,0.25,0.53,
177,2021,0.26,0.53,
178,2011,0.18,0.49,
178,2012,0.20,0.48,
178,2013,0.20,0.49,
178,2014,0.22,0.46,
178,2015,0.23,0.42,
178,2016,0.24,0.34,
178,2017,0.24,0.38,
178,2018,0.18,0.45,
178,2019,0.19,0.41,
178,2020,0.20,0.37,
178,2021,0.21,0.44,
179,2011,0.21,0.52,
179,2012,0.21,0.57,
179,2013,0.20,0.55,
179,2014,0.20,0.55,
179,2015,0.22,0.56,
179,2016,0.23,0.53,
179,2017,0.24,0.51,
179,2018,0.25,0.50,
179,2019,0.27,0.54,
179,2020,0.28,0.56,
179,2021,0.27,0.52,
180,2011,0.27,0.60,
180,2012,0.17,0.60,
180,2013,0.24,0.67,
180,2014,0.63,0.96,
180,2015,0.62,0.96,
180,2016,0.59,0.96,
180,2017,0.47,0.77,
180,2018,0.41,0.75,
180,2019,0.35,0.75,
181,2011,0.39,0.65,
181,2012,0.19,0.65,
181,2013,0.19,0.65,
181,2014,0.26,0.65,
181,2015,0.35,0.65,
181,2016,0.37,0.65,
181,2017,0.42,0.65,
181,2018,0.37,0.65,
181,2019,0.23,0.65,
181,2020,0.25,0.65,
181,2021,0.28,0.65,
182,2011,0.21,0.52,
182,2012,0.21,0.57,
182,2013,0.20,0.55,
182,2014,0.20,0.55,
182,2015,0.22,0.56,
182,2016,0.23,0.53,
182,2017,0.24,,
182,2018,0.25,,
182,2019,0.27,,
182,2020,0.28,,
182,2021,0.27,,
183,2011,0.19,0.55,
183,2012,0.15,0.55,
183,2013,0.42,0.85,
183,2014,0.65,1.00,
183,2015,0.60,0.94,
183,2016,0.44,0.67,
183,2017,0.25,0.51,
183,2018,0.23,0.51,
183,2019,0.20,0.51,
183,2020,0.20,0.50,
183,2021,0.25,0.50,
184,2011,0.19,0.39,
184,2012,0.20,0.41,
184,2013,0.21,0.42,
184,2014,0.20,0.44,
184,2015,0.21,0.45,
184,2016,0.21,0.41,
184,2017,0.27,0.44,
184,2018,0.29,0.44,
184,2019,0.30,0.45,
184,2020,0.29,0.46,
184,2021,0.26,0.45,
185,2011,0.24,0.45,
185,2012,0.28,0.50,
185,2013,0.25,0.48,
185,2014,0.25,0.47,
185,2015,0.25,0.40,
185,2016,0.24,0.35,
185,2017,0.27,0.40,
185,2018,0.30,0.44,
185,2019,0.28,0.41,
185,2020,0.28,0.36,
185,2021,0.31,0.42,
186,2012,0.30,0.64,
186,2013,0.38,0.90,
186,2014,0.38,0.90,
186,2015,0.48,0.93,
186,2016,0.52,0.90,
186,2017,0.54,0.90,
186,2018,0.46,0.83,
186,2019,0.49,0.90,
186,2020,0.55,0.90,
186,2021,0.40,0.90,
187,2011,0.14,0.15,
