community_fips_code,name,estimated_per_capita_income,margin_error_per_capita_income,estimated_population_below_poverty,margin_error_population_below_poverty,estimated_population_poverty_determined,margin_error_popuation_poverty_determined,start_year,end_year
0209657,Buffalo Soapstone,37281,5406,98,49,791,193,2019,2023
0209710,Butte,32615,3007,,,,,2007,2011
0209710,Butte,32084,3215,324,90,3433,269,2008,2012
0209710,Butte,31695,2509,317,76,3492,250,2009,2013
0209710,Butte,31171,1864,327,101,3513,279,2010,2014
0209710,Butte,30762,1949,368,99,3815,260,2011,2015
0209710,Butte,31248,2306,399,118,3869,252,2012,2016
0209710,Butte,32211,1920,300,90,3836,247,2013,2017
0209710,Butte,33178,2232,321,125,3905,247,2014,2018
0209710,Butte,33485,2841,349,110,4000,308,2015,2019
0209710,Butte,35877,3206,261,107,3878,303,2016,2020
0209710,Butte,40179,3005,195,67,3847,276,2017,2021
0209710,Butte,43498,2810,212,70,3740,259,2018,2022
0209710,Butte,43028,3294,307,134,3884,322,2019,2023
0210150,Cantwell,24678,4669,,,,,2007,2011
0210150,Cantwell,29066,6447,12,15,180,51,2008,2012
0210150,Cantwell,28576,5685,20,19,195,56,2009,2013
0210150,Cantwell,30252,5851,21,19,197,47,2010,2014
0210150,Cantwell,32980,6347,19,17,209,45,2011,2015
0210150,Cantwell,34348,5274,17,16,204,49,2012,2016
0210150,Cantwell,34580,8039,15,13,201,73,2013,2017
0210150,Cantwell,38694,10245,11,10,183,65,2014,2018
0210150,Cantwell,35630,8133,18,13,178,68,2015,2019
0210150,Cantwell,27849,5889,21,17,210,108,2016,2020
0210150,Cantwell,26008,4706,17,18,136,85,2017,2021
0210150,Cantwell,32399,6343,7,8,117,43,2018,2022
0210150,Cantwell,33023,6679,13,12,121,44,2019,2023
0211690,Central,21110,6654,,,,,2007,2011
0211690,Central,22943,6956,8,10,99,42,2008,2012
0211690,Central,25522,6890,8,11,107,41,2009,2013
0211690,Central,25154,10617,0,9,91,35,2010,2014
0211690,Central,32034,10977,3,5,58,25,2011,2015
0211690,Central,33740,14951,3,5,42,20,2012,2016
0211690,Central,32457,16984,2,4,51,23,2013,2017
0211690,Central,37677,19857,1,4,47,27,2014,2018
0211690,Central,28500,10873,6,6,40,29,2015,2019
0211690,Central,13529,12219,5,25,38,69,2016,2020
0211690,Central,18318,8648,9,18,51,53,2017,2021
0211690,Central,21601,8603,12,24,105,84,2018,2022
0211690,Central,25885,6824,10,11,93,68,2019,2023
0211800,Chalkyitsik,19900,10718,,,,,2007,2011
0211800,Chalkyitsik,14969,8564,26,19,59,27,2008,2012
0211800,Chalkyitsik,12628,5997,22,17,65,28,2009,2013
0211800,Chalkyitsik,15013,5182,27,21,85,25,2010,2014
0211800,Chalkyitsik,13813,4573,37,20,101,28,2011,2015
0211800,Chalkyitsik,14715,4579,38,21,120,39,2012,2016
0211800,Chalkyitsik,19081,7164,41,20,119,35,2013,2017
0211800,Chalkyitsik,28075,21336,52,20,115,35,2014,2018
0211800,Chalkyitsik,27607,20156,44,19,109,29,2015,2019
0211800,Chalkyitsik,26784,17032,60,35,118,43,2016,2020
0211800,Chalkyitsik,31199,23103,58,43,110,48,2017,2021
0211800,Chalkyitsik,36002,34170,47,43,95,50,2018,2022
0211800,Chalkyitsik,18391,11555,59,45,103,63,2019,2023
0212350,Chase,43579,23814,,,,,2007,2011
0212350,Chase,,,0,10,14,22,2008,2012
0212350,Chase,,,0,9,14,21,2009,2013
0212350,Chase,,,0,9,22,26,2010,2014
0212350,Chase,,,0,9,23,25,2011,2015
0212350,Chase,,,0,9,8,13,2012,2016
0212350,Chase,,,0,9,8,13,2013,2017
0212350,Chase,,,0,9,9,14,2014,2018
0212350,Chase,,,0,9,0,9,2015,2019
0212350,Chase,,,0,10,0,10,2016,2020
0212350,Chase,,,0,10,0,10,2017,2021
0212350,Chase,,,0,10,26,41,2018,2022
0212350,Chase,,,0,10,25,38,2019,2023
0212680,Chefornak,9682,2472,,,,,2007,2011
0212680,Chefornak,10631,1840,104,60,489,104,2008,2012
0212680,Chefornak,10537,2280,82,44,493,85,2009,2013
0212680,Chefornak,10300,1224,89,36,474,73,2010,2014
0212680,Chefornak,11004,1178,95,30,516,72,2011,2015
0212680,Chefornak,11199,942,78,26,507,54,2012,2016
0212680,Chefornak,10535,1013,84,28,459,54,2013,2017
0212680,Chefornak,10978,1754,101,28,501,69,2014,2018
0212680,Chefornak,10671,1318,84,37,483,74,2015,2019
0212680,Chefornak,10683,1696,75,37,413,72,2016,2020
0212680,Chefornak,9691,1981,91,58,375,98,2017,2021
0212680,Chefornak,12776,2101,101,56,476,84,2018,2022
0212680,Chefornak,14429,2661,108,52,530,96,2019,2023
0212920,Chena Ridge,38166,5418,,,,,2007,2011
0212920,Chena Ridge,43858,7758,190,184,5624,604,2008,2012
0212920,Chena Ridge,45198,11341,179,158,6252,709,2009,2013
0212920,Chena Ridge,43208,7574,274,199,5671,706,2010,2014
0212920,Chena Ridge,46243,8448,270,218,5473,588,2011,2015
0212920,Chena Ridge,47940,7738,269,196,5744,567,2012,2016
0212920,Chena Ridge,45161,4569,274,205,6155,566,2013,2017
0212920,Chena Ridge,44571,6525,340,229,5893,573,2014,2018
0212920,Chena Ridge,49697,6476,224,108,6101,672,2015,2019
0212920,Chena Ridge,50352,7701,214,127,5851,627,2016,2020
0212920,Chena Ridge,50190,6724,281,145,5604,716,2017,2021
0212920,Chena Ridge,63754,10456,331,173,5274,818,2018,2022
0212920,Chena Ridge,62239,7796,237,163,5901,750,2019,2023
0212970,Chenega,25106,12493,,,,,2007,2011
0212970,Chenega,16366,8728,24,24,92,55,2008,2012
0212970,Chenega,13187,7784,35,43,84,57,2009,2013
0212970,Chenega,14365,7214,30,30,72,43,2010,2014
0212970,Chenega,13352,6736,23,21,66,44,2011,2015
0212970,Chenega,10882,7271,28,29,51,37,2012,2016
0212970,Chenega,20724,5212,0,9,41,33,2013,2017
0212970,Chenega,24792,10023,3,6,48,37,2014,2018
0212970,Chenega,26163,10468,3,4,68,48,2015,2019
0212970,Chenega,25152,11185,3,6,48,26,2016,2020
0212970,Chenega,26618,10742,4,6,55,29,2017,2021
0212970,Chenega,31955,13803,3,5,58,30,2018,2022
0212970,Chenega,33441,15163,0,10,54,47,2019,2023
0213230,Chevak,7937,1029,,,,,2007,2011
0213230,Chevak,8707,1118,388,100,944,120,2008,2012
0213230,Chevak,9888,1403,379,78,1062,124,2009,2013
0213230,Chevak,10900,1157,331,76,984,100,2010,2014
0213230,Chevak,11738,1909,354,69,1079,102,2011,2015
0213230,Chevak,12258,2027,386,74,1192,125,2012,2016
0213230,Chevak,13690,2329,408,64,1266,153,2013,2017
0213230,Chevak,20292,14240,388,77,1140,160,2014,2018
0213230,Chevak,25645,29021,359,79,1034,230,2015,2019
0213230,Chevak,32298,37341,223,74,814,228,2016,2020
0213230,Chevak,47402,55694,206,88,769,305,2017,2021
0213230,Chevak,75144,85170,121,75,426,320,2018,2022
0213230,Chevak,22264,9468,168,75,454,153,2019,2023
0213340,Chickaloon,30498,5867,,,,,2007,2011
0213340,Chickaloon,32184,5850,16,14,210,76,2008,2012
0213340,Chickaloon,30560,5194,32,24,238,73,2009,2013
0213340,Chickaloon,30017,4504,35,25,234,73,2010,2014
0213340,Chickaloon,30397,4443,38,23,281,69,2011,2015
0213340,Chickaloon,29843,5982,44,28,255,64,2012,2016
0213340,Chickaloon,33143,6685,38,27,242,65,2013,2017
0213340,Chickaloon,36723,7772,20,21,237,66,2014,2018
0213340,Chickaloon,34161,7384,32,25,206,60,2015,2019
0213340,Chickaloon,38683,9700,19,16,173,56,2016,2020
0213340,Chickaloon,38972,7595,13,13,188,60,2017,2021
0213340,Chickaloon,30229,7450,12,13,283,149,2018,2022
0213340,Chickaloon,27225,6186,8,12,318,147,2019,2023
0213450,Chicken,,,,,,,2007,2011
0213450,Chicken,,,0,10,0,10,2008,2012
0213450,Chicken,,,0,9,0,9,2009,2013
0213450,Chicken,,,0,9,0,9,2010,2014
0213450,Chicken,,,0,9,0,9,2011,2015
0213450,Chicken,,,0,9,0,9,2012,2016
0213450,Chicken,,,0,9,12,16,2013,2017
0213450,Chicken,,,0,9,13,18,2014,2018
0213450,Chicken,,,0,9,12,16,2015,2019
0213450,Chicken,,,0,10,12,16,2016,2020
0213450,Chicken,,,0,10,12,17,2017,2021
0213450,Chicken,,,0,10,0,10,2018,2022
0213450,Chicken,,,0,10,0,10,2019,2023
0213550,Chignik,26965,8229,,,,,2007,2011
0213550,Chignik,28823,12303,7,7,116,37,2008,2012
0213550,Chignik,25960,6366,6,7,101,37,2009,2013
0213550,Chignik,23484,8860,0,9,86,30,2010,2014
0213550,Chignik,31866,12095,0,9,70,24,2011,2015
0213550,Chignik,24405,9609,0,9,40,17,2012,2016
0213550,Chignik,25183,9372,0,9,35,18,2013,2017
0213550,Chignik,24031,6730,5,7,61,28,2014,2018
0213550,Chignik,22304,7564,6,7,57,26,2015,2019
0213550,Chignik,25424,8107,6,8,42,23,2016,2020
0213550,Chignik,27989,9215,8,10,44,33,2017,2021
0213550,Chignik,25963,8883,11,12,54,30,2018,2022
0213550,Chignik,36821,15786,0,10,28,20,2019,2023
0213670,Chignik Lagoon,46739,15511,,,,,2007,2011
0213670,Chignik Lagoon,53532,14881,0,10,76,31,2008,2012
0213670,Chignik Lagoon,49068,10762,0,9,72,32,2009,2013
0213670,Chignik Lagoon,38303,9766,0,9,60,21,2010,2014
0213670,Chignik Lagoon,45390,14065,0,9,73,25,2011,2015
0213670,Chignik Lagoon,39954,9993,3,4,59,19,2012,2016
0213670,Chignik Lagoon,40833,18536,9,8,63,21,2013,2017
0213670,Chignik Lagoon,32403,9954,10,10,75,30,2014,2018
0213670,Chignik Lagoon,30416,11465,14,10,69,30,2015,2019
0213670,Chignik Lagoon,17880,7373,11,9,35,17,2016,2020
0213670,Chignik Lagoon,14913,10780,8,9,31,24,2017,2021
0213670,Chignik Lagoon,22490,7447,2,3,39,23,2018,2022
0213670,Chignik Lagoon,26835,7555,2,3,31,23,2019,2023
0213780,Chignik Lake,20795,4423,,,,,2007,2011
0213780,Chignik Lake,24926,6595,10,11,66,29,2008,2012
0213780,Chignik Lake,23418,5586,3,3,60,21,2009,2013
0213780,Chignik Lake,20514,5336,4,5,58,18,2010,2014
0213780,Chignik Lake,21083,4430,6,4,70,20,2011,2015
0213780,Chignik Lake,20292,5366,5,5,71,19,2012,2016
0213780,Chignik Lake,14637,4939,7,5,57,19,2013,2017
0213780,Chignik Lake,17378,4641,6,5,51,19,2014,2018
0213780,Chignik Lake,18551,5580,7,6,49,21,2015,2019
0213780,Chignik Lake,15315,5345,3,5,52,31,2016,2020
0213780,Chignik Lake,17345,5945,4,5,40,28,2017,2021
0213780,Chignik Lake,18603,9793,0,10,30,16,2018,2022
0213780,Chignik Lake,19842,14620,0,10,31,15,2019,2023
0213860,Chiniak,30185,8696,,,,,2007,2011
0213860,Chiniak,30648,8718,0,10,27,27,2008,2012
0213860,Chiniak,,,0,9,11,18,2009,2013
0213860,Chiniak,,,0,9,14,20,2010,2014
0213860,Chiniak,,,0,9,23,26,2011,2015
0213860,Chiniak,,,0,9,0,9,2012,2016
0213860,Chiniak,,,0,9,0,9,2013,2017
0213860,Chiniak,,,0,9,0,9,2014,2018
0213860,Chiniak,,,0,9,0,9,2015,2019
0213860,Chiniak,,,0,10,0,10,2016,2020
0213860,Chiniak,,,0,10,0,10,2017,2021
0213860,Chiniak,,,0,10,0,10,2018,2022
0213860,Chiniak,,,0,10,0,10,2019,2023
0213890,Chisana,,,,,,,2007,2011
0213890,Chisana,,,0,10,0,10,2008,2012
0213890,Chisana,,,0,9,0,9,2009,2013
0213890,Chisana,,,0,9,0,9,2010,2014
0213890,Chisana,,,0,9,0,9,2011,2015
0213890,Chisana,,,0,9,0,9,2012,2016
0213890,Chisana,,,0,9,0,9,2013,2017
0213890,Chisana,,,0,9,0,9,2014,2018
0213890,Chisana,,,0,9,0,9,2015,2019
0213890,Chisana,,,0,10,0,10,2016,2020
0213890,Chisana,,,0,10,0,10,2017,2021
0213890,Chisana,,,0,10,0,10,2018,2022
0213890,Chisana,,,0,10,0,10,2019,2023
0214000,Chistochina,19396,5717,,,,,2007,2011
0214000,Chistochina,20402,5751,13,19,121,71,2008,2012
0214000,Chistochina,21100,5630,18,25,113,63,2009,2013
0214000,Chistochina,24429,9293,24,28,105,51,2010,2014
0214000,Chistochina,21005,9823,12,15,59,42,2011,2015
0214000,Chistochina,24242,12911,13,16,69,36,2012,2016
0214000,Chistochina,21546,11165,15,20,57,37,2013,2017
0214000,Chistochina,18534,11108,14,19,85,55,2014,2018
0214000,Chistochina,20375,10306,14,19,80,59,2015,2019
0214000,Chistochina,38835,15157,12,16,52,39,2016,2020
0214000,Chistochina,35114,18879,10,14,42,34,2017,2021
0214000,Chistochina,43087,21648,11,16,45,33,2018,2022
0214000,Chistochina,48315,16684,13,14,52,35,2019,2023
0214110,Chitina,18316,10222,,,,,2007,2011
0214110,Chitina,17753,7224,17,12,118,62,2008,2012
0214110,Chitina,22444,11919,12,12,61,32,2009,2013
0214110,Chitina,19960,9536,9,12,78,44,2010,2014
0214110,Chitina,16354,8167,12,18,80,36,2011,2015
0214110,Chitina,19441,12584,5,5,76,44,2012,2016
0214110,Chitina,25778,9633,6,6,92,55,2013,2017
0214110,Chitina,25402,11485,7,7,98,54,2014,2018
0214110,Chitina,30021,13817,16,19,61,44,2015,2019
0214110,Chitina,30630,29286,31,28,71,43,2016,2020
0214110,Chitina,30488,21441,26,26,81,46,2017,2021
0214110,Chitina,26383,23313,38,40,71,47,2018,2022
0214110,Chitina,19750,20184,67,57,100,58,2019,2023
0214330,Chuathbaluk,17413,6078,,,,,2007,2011
0214330,Chuathbaluk,16343,4768,37,22,106,38,2008,2012
0214330,Chuathbaluk,15424,4412,40,27,98,46,2009,2013
0214330,Chuathbaluk,15727,6587,47,25,96,31,2010,2014
0214330,Chuathbaluk,12547,4373,56,20,111,25,2011,2015
0214330,Chuathbaluk,9264,2656,53,20,100,24,2012,2016
0214330,Chuathbaluk,9880,2420,51,16,101,23,2013,2017
0214330,Chuathbaluk,11056,2736,54,20,116,33,2014,2018
0214330,Chuathbaluk,10108,2414,58,24,109,29,2015,2019
0214330,Chuathbaluk,11245,3563,44,17,88,20,2016,2020
0214330,Chuathbaluk,11608,3758,51,22,93,26,2017,2021
0214330,Chuathbaluk,12348,3655,48,23,92,30,2018,2022
0214330,Chuathbaluk,17971,5021,30,23,89,34,2019,2023
0214880,Circle,8502,4130,,,,,2007,2011
0214880,Circle,16450,10110,37,32,74,38,2008,2012
0214880,Circle,12747,7364,60,39,103,43,2009,2013
0214880,Circle,13873,7509,65,41,103,46,2010,2014
0214880,Circle,16347,7653,75,35,118,36,2011,2015
0214880,Circle,13264,9376,70,32,116,40,2012,2016
0214880,Circle,9841,4302,66,30,108,34,2013,2017
0214880,Circle,12741,6338,39,20,74,28,2014,2018
0214880,Circle,16427,8881,26,18,64,29,2015,2019
0214880,Circle,13831,7958,14,13,42,27,2016,2020
0214880,Circle,19617,12226,4,5,29,19,2017,2021
0214880,Circle,19402,11487,18,14,45,24,2018,2022
0214880,Circle,26654,18290,13,12,48,28,2019,2023
0215320,Clam Gulch,38846,18125,,,,,2007,2011
0215320,Clam Gulch,33758,11305,4,7,126,59,2008,2012
0215320,Clam Gulch,32322,12564,13,15,117,53,2009,2013
0215320,Clam Gulch,23579,8571,22,15,163,95,2010,2014
0215320,Clam Gulch,25396,8403,24,19,182,87,2011,2015
0215320,Clam Gulch,31483,9355,18,16,198,88,2012,2016
0215320,Clam Gulch,34230,10464,21,13,176,85,2013,2017
0215320,Clam Gulch,32869,10407,26,20,197,93,2014,2018
0215320,Clam Gulch,30030,9026,25,19,227,132,2015,2019
0215320,Clam Gulch,31309,9699,25,20,251,132,2016,2020
0215320,Clam Gulch,27677,9180,27,21,230,133,2017,2021
0215320,Clam Gulch,32806,8336,27,22,279,138,2018,2022
0215320,Clam Gulch,37574,7922,12,13,294,124,2019,2023
0215430,Clark's Point,10651,6144,,,,,2007,2011
0215430,Clark's Point,12732,5920,24,25,72,25,2008,2012
0215430,Clark's Point,8596,3137,40,24,84,29,2009,2013
0215430,Clark's Point,9380,2546,35,19,75,23,2010,2014
0215430,Clark's Point,9664,3993,31,19,56,21,2011,2015
0215430,Clark's Point,10096,3275,26,15,47,22,2012,2016
0215430,Clark's Point,8991,2892,17,11,50,22,2013,2017
0215430,Clark's Point,10069,4058,15,15,43,25,2014,2018
0215430,Clark's Point,9457,5556,14,12,39,21,2015,2019
0215430,Clark's Point,9197,4664,11,9,33,22,2016,2020
0215430,Clark's Point,13576,8011,18,17,39,21,2017,2021
0215430,Clark's Point,11397,10474,21,15,29,19,2018,2022
0215430,Clark's Point,24932,15447,9,12,19,15,2019,2023
0216360,Coffman Cove,25792,6552,,,,,2007,2011
0216360,Coffman Cove,19007,4018,13,16,91,38,2008,2012
0216360,Coffman Cove,26055,5783,12,15,119,51,2009,2013
0216360,Coffman Cove,27764,6120,8,12,131,53,2010,2014
0216360,Coffman Cove,27240,5186,9,12,150,58,2011,2015
0216360,Coffman Cove,26192,5994,12,15,180,65,2012,2016
0216360,Coffman Cove,32328,6480,0,9,154,56,2013,2017
0216360,Coffman Cove,36464,9481,0,9,130,51,2014,2018
0216360,Coffman Cove,32857,12171,29,36,152,64,2015,2019
0216360,Coffman Cove,33906,16124,20,28,220,90,2016,2020
0216360,Coffman Cove,36844,15438,20,27,206,74,2017,2021
0216360,Coffman Cove,38886,17186,24,33,201,64,2018,2022
0216360,Coffman Cove,37040,14920,38,43,249,77,2019,2023
0216420,Cohoe,28238,3679,,,,,2007,2011
0216420,Cohoe,29868,3696,136,66,1312,258,2008,2012
0216420,Cohoe,28249,3074,213,72,1435,243,2009,2013
0216420,Cohoe,26557,3377,239,81,1485,254,2010,2014
0216420,Cohoe,28564,3340,252,81,1577,268,2011,2015
0216420,Cohoe,32853,3561,198,68,1321,200,2012,2016
0216420,Cohoe,30974,3900,201,55,1288,182,2013,2017
0216420,Cohoe,33400,4082,138,54,1217,163,2014,2018
0216420,Cohoe,37596,5595,112,51,1223,222,2015,2019
0216420,Cohoe,31650,5303,222,184,1469,329,2016,2020
0216420,Cohoe,33376,5882,265,206,1557,337,2017,2021
0216420,Cohoe,36754,6773,269,200,1515,334,2018,2022
0216420,Cohoe,38144,7263,291,209,1615,345,2019,2023
0216530,Cold Bay,25790,14422,,,,,2007,2011
0216530,Cold Bay,30133,13515,3,5,49,32,2008,2012
0216530,Cold Bay,41585,12284,3,4,52,27,2009,2013
0216530,Cold Bay,44116,10628,4,5,40,17,2010,2014
0216530,Cold Bay,49020,8884,0,9,41,14,2011,2015
0216530,Cold Bay,46327,8697,0,9,55,19,2012,2016
0216530,Cold Bay,47579,8529,0,9,51,21,2013,2017
0216530,Cold Bay,50281,10392,0,9,47,22,2014,2018
0216530,Cold Bay,56113,13444,0,9,51,20,2015,2019
0216530,Cold Bay,78159,19285,0,10,118,59,2016,2020
0216530,Cold Bay,65104,17446,0,10,98,42,2017,2021
0216530,Cold Bay,61831,17014,0,10,137,63,2018,2022
0216530,Cold Bay,56736,192719,0,10,138,58,2019,2023
0216630,Coldfoot,,,,,,,2007,2011
0216630,Coldfoot,,,0,10,0,10,2008,2012
0216630,Coldfoot,,,0,9,0,9,2009,2013
0216630,Coldfoot,31591,70753,4,8,11,23,2010,2014
0216630,Coldfoot,,,3,8,10,22,2011,2015
0216630,Coldfoot,37193,16589,10,21,41,66,2012,2016
0216630,Coldfoot,36868,4495,25,50,84,152,2013,2017
0216630,Coldfoot,43962,10665,23,46,132,175,2014,2018
0216630,Coldfoot,58367,15981,2,4,156,142,2015,2019
0216630,Coldfoot,59193,12351,2,4,268,173,2016,2020
0216630,Coldfoot,61232,14396,0,10,223,151,2017,2021
0216630,Coldfoot,56452,24428,49,104,270,56,2018,2022
0216630,Coldfoot,51151,35044,56,121,300,52,2019,2023
0216750,College,35163,6107,,,,,2007,2011
0216750,College,34389,4446,1332,393,12997,833,2008,2012
0216750,College,32065,2389,1209,442,13082,1157,2009,2013
0216750,College,33217,2410,954,395,13586,1118,2010,2014
0216750,College,33835,2249,1121,433,13606,1010,2011,2015
0216750,College,35121,2719,595,234,13305,1124,2012,2016
0216750,College,35576,2732,719,282,13285,1050,2013,2017
0216750,College,40107,3430,695,268,12715,1124,2014,2018
0216750,College,41551,4877,720,266,11891,892,2015,2019
0216750,College,38282,3687,637,244,11919,1134,2016,2020
0216750,College,40465,4274,800,249,11081,990,2017,2021
0216750,College,44586,4018,697,199,11705,1113,2018,2022
0216750,College,46874,5150,685,277,11195,1142,2019,2023
0217190,Cooper Landing,44716,6333,,,,,2007,2011
0217190,Cooper Landing,41390,11098,10,20,302,159,2008,2012
0217190,Cooper Landing,36362,11539,13,21,227,108,2009,2013
0217190,Cooper Landing,47547,14703,13,20,323,121,2010,2014
0217190,Cooper Landing,36337,15176,19,21,457,196,2011,2015
0217190,Cooper Landing,30090,15973,49,51,483,215,2012,2016
0217190,Cooper Landing,33643,15018,51,51,564,187,2013,2017
0217190,Cooper Landing,31165,10861,37,45,562,208,2014,2018
0217190,Cooper Landing,25405,8476,33,39,471,196,2015,2019
0217190,Cooper Landing,23378,11451,26,38,256,141,2016,2020
0217190,Cooper Landing,53177,29974,0,10,217,146,2017,2021
0217190,Cooper Landing,47029,21894,0,10,224,128,2018,2022
0217190,Cooper Landing,65942,23892,0,10,231,105,2019,2023
0217300,Copper Center,22708,5598,,,,,2007,2011
0217300,Copper Center,24269,6071,63,36,351,105,2008,2012
0217300,Copper Center,22786,5031,67,38,375,97,2009,2013
0217300,Copper Center,22106,8196,64,36,373,91,2010,2014
0217300,Copper Center,19978,4852,75,42,400,102,2011,2015
0217300,Copper Center,21976,6049,15,13,332,100,2012,2016
0217300,Copper Center,19358,4968,40,26,392,134,2013,2017
0217300,Copper Center,22498,5506,29,27,299,110,2014,2018
0217300,Copper Center,22645,6143,32,29,245,93,2015,2019
0217300,Copper Center,25034,6510,36,33,281,96,2016,2020
0217300,Copper Center,23571,5864,38,32,339,108,2017,2021
0217300,Copper Center,30202,7274,11,13,323,82,2018,2022
0217300,Copper Center,35931,7896,18,16,308,93,2019,2023
0217410,Cordova,34412,3900,,,,,2007,2011
0217410,Cordova,38287,4703,49,47,2402,289,2008,2012
0217410,Cordova,37992,5239,25,23,2567,297,2009,2013
0217410,Cordova,39828,5771,62,36,2598,326,2010,2014
0217410,Cordova,45476,6173,150,134,2581,350,2011,2015
0217410,Cordova,44542,5437,127,104,3010,317,2012,2016
0217410,Cordova,44055,5892,132,123,3137,299,2013,2017
0217410,Cordova,37651,4706,135,84,3002,295,2014,2018
0217410,Cordova,38190,5523,131,93,2759,308,2015,2019
0217410,Cordova,43280,6430,45,39,2158,101,2016,2020
0217410,Cordova,42385,6580,42,52,2516,122,2017,2021
0217410,Cordova,39962,4812,60,66,2416,125,2018,2022
0217410,Cordova,41550,5652,29,27,2266,432,2019,2023
0217670,Covenant Life,25698,4310,,,,,2007,2011
0217670,Covenant Life,17320,9735,14,20,138,130,2008,2012
0217670,Covenant Life,22059,9234,11,16,127,131,2009,2013
0217670,Covenant Life,21977,9973,11,14,151,141,2010,2014
0217670,Covenant Life,15872,5588,0,9,105,106,2011,2015
0217670,Covenant Life,18762,2792,0,9,143,141,2012,2016
0217670,Covenant Life,28169,7400,0,9,36,42,2013,2017
0217670,Covenant Life,24297,4664,0,9,35,44,2014,2018
0217670,Covenant Life,26100,5199,0,9,37,47,2015,2019
0217670,Covenant Life,,,0,10,9,14,2016,2020
0217670,Covenant Life,,,0,10,9,13,2017,2021
0217670,Covenant Life,44836,18441,0,10,25,21,2018,2022
0217670,Covenant Life,,,0,10,19,25,2019,2023
0217740,Craig,26651,3316,,,,,2007,2011
0217740,Craig,28099,3543,214,93,1254,140,2008,2012
0217740,Craig,27170,2932,227,86,1291,127,2009,2013
0217740,Craig,28038,2233,196,69,1285,127,2010,2014
0217740,Craig,30097,2254,169,44,1218,102,2011,2015
0217740,Craig,31247,2405,209,47,1242,103,2012,2016
0217740,Craig,33362,2271,194,44,1267,112,2013,2017
0217740,Craig,33981,2220,183,40,1241,99,2014,2018
0217740,Craig,33238,3539,176,38,1167,94,2015,2019
0217740,Craig,37181,4465,172,53,1185,97,2016,2020
0217740,Craig,38059,3732,130,36,1085,100,2017,2021
0217740,Craig,41566,3194,128,37,1051,96,2018,2022
0217740,Craig,42602,3738,99,29,1049,106,2019,2023
0217850,Crooked Creek,11540,4494,,,,,2007,2011
0217850,Crooked Creek,10391,2657,28,19,152,47,2008,2012
0217850,Crooked Creek,11520,3459,23,16,120,51,2009,2013
0217850,Crooked Creek,11839,3756,25,19,104,35,2010,2014
0217850,Crooked Creek,14055,3523,39,16,98,23,2011,2015
0217850,Crooked Creek,19712,5837,25,16,65,23,2012,2016
0217850,Crooked Creek,15116,4620,44,19,90,21,2013,2017
0217850,Crooked Creek,17150,5486,39,18,90,29,2014,2018
0217850,Crooked Creek,13847,4549,36,18,75,23,2015,2019
0217850,Crooked Creek,11774,4830,25,16,57,22,2016,2020
0217850,Crooked Creek,10797,3822,23,17,65,23,2017,2021
0217850,Crooked Creek,14461,8523,8,6,28,14,2018,2022
