community_fips_code,name,estimated_per_capita_income,margin_error_per_capita_income,estimated_population_below_poverty,margin_error_population_below_poverty,estimated_population_poverty_determined,margin_error_popuation_poverty_determined,start_year,end_year
0221040,Eek,11689,1169,105,38,470,57,2012,2016
0221040,Eek,10857,1414,126,43,470,54,2013,2017
0221040,Eek,10843,1300,130,37,487,52,2014,2018
0221040,Eek,13141,1879,122,47,521,58,2015,2019
0221040,Eek,12613,1819,195,67,547,81,2016,2020
0221040,Eek,13755,2680,206,74,621,91,2017,2021
0221040,Eek,17033,3445,138,57,475,96,2018,2022
0221040,Eek,18577,4946,86,55,332,92,2019,2023
0221150,Egegik,36908,14850,,,,,2007,2011
0221150,Egegik,34034,12746,8,9,47,30,2008,2012
0221150,Egegik,32207,12743,8,8,55,27,2009,2013
0221150,Egegik,33305,13664,9,10,74,26,2010,2014
0221150,Egegik,33619,11039,12,11,68,21,2011,2015
0221150,Egegik,31749,13605,15,17,80,24,2012,2016
0221150,Egegik,40920,20960,11,16,69,24,2013,2017
0221150,Egegik,45328,22346,12,18,83,32,2014,2018
0221150,Egegik,66419,26330,10,19,58,22,2015,2019
0221150,Egegik,63549,36209,11,19,51,21,2016,2020
0221150,Egegik,88249,33979,1,3,47,21,2017,2021
0221150,Egegik,84070,48544,0,10,46,44,2018,2022
0221150,Egegik,89854,48715,2,3,50,57,2019,2023
0221370,Eielson AFB,20277,1939,,,,,2007,2011
0221370,Eielson AFB,22638,2136,64,69,2285,452,2008,2012
0221370,Eielson AFB,22668,2108,33,27,2201,474,2009,2013
0221370,Eielson AFB,23578,2116,34,29,2211,422,2010,2014
0221370,Eielson AFB,22576,2820,151,153,2230,394,2011,2015
0221370,Eielson AFB,25065,2402,103,124,2413,335,2012,2016
0221370,Eielson AFB,26631,2244,115,160,2618,322,2013,2017
0221370,Eielson AFB,28617,2874,114,147,2590,297,2014,2018
0221370,Eielson AFB,27004,3270,120,157,2861,442,2015,2019
0221370,Eielson AFB,27402,3714,19,33,3000,433,2016,2020
0221370,Eielson AFB,25533,3262,11,17,2876,430,2017,2021
0221370,Eielson AFB,26062,3874,68,84,2736,383,2018,2022
0221370,Eielson AFB,26220,6695,50,81,2814,419,2019,2023
0221810,Ekwok,24747,5453,,,,,2007,2011
0221810,Ekwok,23685,6332,23,15,119,45,2008,2012
0221810,Ekwok,19304,4372,36,19,139,43,2009,2013
0221810,Ekwok,12441,4303,38,21,98,34,2010,2014
0221810,Ekwok,14386,2884,22,10,77,21,2011,2015
0221810,Ekwok,15052,3533,23,12,77,21,2012,2016
0221810,Ekwok,11545,2770,34,19,87,30,2013,2017
0221810,Ekwok,11881,3384,26,15,78,23,2014,2018
0221810,Ekwok,14051,3526,24,16,78,24,2015,2019
0221810,Ekwok,14566,5394,18,16,68,24,2016,2020
0221810,Ekwok,13092,4727,16,16,53,30,2017,2021
0221810,Ekwok,18020,7960,6,8,51,22,2018,2022
0221810,Ekwok,22394,9398,0,10,35,18,2019,2023
0222140,Elfin Cove,21375,14788,,,,,2007,2011
0222140,Elfin Cove,32296,15082,9,12,28,23,2008,2012
0222140,Elfin Cove,26659,11543,7,11,37,23,2009,2013
0222140,Elfin Cove,26536,15685,6,9,42,27,2010,2014
0222140,Elfin Cove,37688,18077,0,9,24,21,2011,2015
0222140,Elfin Cove,34569,19110,0,9,26,20,2012,2016
0222140,Elfin Cove,77348,59145,0,9,25,19,2013,2017
0222140,Elfin Cove,126942,94395,0,9,12,15,2014,2018
0222140,Elfin Cove,,,0,9,4,6,2015,2019
0222140,Elfin Cove,92488,77295,0,10,17,15,2016,2020
0222140,Elfin Cove,137537,94210,0,10,19,16,2017,2021
0222140,Elfin Cove,95069,20422,0,10,16,19,2018,2022
0222140,Elfin Cove,,,0,10,13,18,2019,2023
0222250,Elim,11080,3032,,,,,2007,2011
0222250,Elim,12350,2026,96,45,354,67,2008,2012
0222250,Elim,11663,1967,106,41,358,60,2009,2013
0222250,Elim,11961,1688,92,32,319,48,2010,2014
0222250,Elim,13460,2066,96,29,328,35,2011,2015
0222250,Elim,13696,1885,84,28,296,35,2012,2016
0222250,Elim,13460,2469,73,26,286,37,2013,2017
0222250,Elim,14021,2168,69,32,296,44,2014,2018
0222250,Elim,13909,2664,65,26,259,42,2015,2019
0222250,Elim,12266,2213,60,23,213,41,2016,2020
0222250,Elim,9760,2156,102,44,273,47,2017,2021
0222250,Elim,11597,2733,107,47,293,67,2018,2022
0222250,Elim,14740,3810,116,49,278,58,2019,2023
0222910,Emmonak,15442,2096,,,,,2007,2011
0222910,Emmonak,15865,1920,157,51,846,112,2008,2012
0222910,Emmonak,14419,1876,252,65,856,97,2009,2013
0222910,Emmonak,15883,1765,191,45,818,73,2010,2014
0222910,Emmonak,15370,2519,215,52,833,63,2011,2015
0222910,Emmonak,13532,1424,216,55,808,68,2012,2016
0222910,Emmonak,13271,1521,209,44,763,67,2013,2017
0222910,Emmonak,13021,1737,171,58,761,86,2014,2018
0222910,Emmonak,13108,3157,219,56,855,88,2015,2019
0222910,Emmonak,14008,2354,188,69,1056,174,2016,2020
0222910,Emmonak,15607,4647,192,71,994,167,2017,2021
0222910,Emmonak,18825,5291,284,98,1278,249,2018,2022
0222910,Emmonak,22719,5898,106,46,931,219,2019,2023
0223460,Ester,28096,8394,,,,,2007,2011
0223460,Ester,33668,7786,447,382,2527,668,2008,2012
0223460,Ester,33527,7590,512,474,2767,804,2009,2013
0223460,Ester,34971,6453,315,257,2546,747,2010,2014
0223460,Ester,35525,5745,264,287,2894,881,2011,2015
0223460,Ester,35869,4390,80,105,2630,961,2012,2016
0223460,Ester,34605,5824,49,48,1799,797,2013,2017
0223460,Ester,32471,5339,56,56,1230,587,2014,2018
0223460,Ester,36108,7681,86,66,1547,647,2015,2019
0223460,Ester,38454,8336,168,96,2103,1020,2016,2020
0223460,Ester,37171,8098,149,106,2652,1008,2017,2021
0223460,Ester,42150,7419,163,100,2900,1020,2018,2022
0223460,Ester,39238,8175,265,185,2688,916,2019,2023
0223720,Eureka Roadhouse,,,,,,,2007,2011
0223720,Eureka Roadhouse,,,0,10,0,10,2008,2012
0223720,Eureka Roadhouse,,,0,9,0,9,2009,2013
0223720,Eureka Roadhouse,,,0,9,0,9,2010,2014
0223720,Eureka Roadhouse,,,0,9,0,9,2011,2015
0223720,Eureka Roadhouse,,,0,9,0,9,2012,2016
0223720,Eureka Roadhouse,,,0,9,0,9,2013,2017
0223720,Eureka Roadhouse,,,0,9,0,9,2014,2018
0223720,Eureka Roadhouse,,,0,9,0,9,2015,2019
0223720,Eureka Roadhouse,,,0,10,0,10,2016,2020
0223720,Eureka Roadhouse,,,0,10,0,10,2017,2021
0223720,Eureka Roadhouse,,,0,10,0,10,2018,2022
0223720,Eureka Roadhouse,,,0,10,0,10,2019,2023
0223790,Evansville,53057,23864,,,,,2007,2011
0223790,Evansville,47473,16901,0,10,26,13,2008,2012
0223790,Evansville,29505,14792,0,9,19,12,2009,2013
0223790,Evansville,28914,13833,0,9,21,11,2010,2014
0223790,Evansville,22131,8828,0,9,16,9,2011,2015
0223790,Evansville,21955,11279,0,9,11,8,2012,2016
0223790,Evansville,24033,16326,0,9,9,8,2013,2017
0223790,Evansville,83718,41296,0,9,11,8,2014,2018
0223790,Evansville,90427,43378,0,9,11,8,2015,2019
0223790,Evansville,71450,121337,0,10,16,17,2016,2020
0223790,Evansville,73265,65082,0,10,17,19,2017,2021
0223790,Evansville,89067,83086,0,10,27,26,2018,2022
0223790,Evansville,70673,84715,0,10,15,22,2019,2023
0223900,Excursion Inlet,,,,,,,2007,2011
0223900,Excursion Inlet,,,11,22,21,45,2008,2012
0223900,Excursion Inlet,63562,39919,5,12,29,33,2009,2013
0223900,Excursion Inlet,69081,23946,5,10,36,25,2010,2014
0223900,Excursion Inlet,66698,23132,5,10,40,22,2011,2015
0223900,Excursion Inlet,63385,22402,5,11,53,24,2012,2016
0223900,Excursion Inlet,69735,22651,0,9,46,30,2013,2017
0223900,Excursion Inlet,68652,32685,4,9,33,18,2014,2018
0223900,Excursion Inlet,75409,36954,4,8,32,18,2015,2019
0223900,Excursion Inlet,62247,25368,3,7,36,31,2016,2020
0223900,Excursion Inlet,81234,37140,5,11,35,35,2017,2021
0223900,Excursion Inlet,64431,41360,19,28,62,28,2018,2022
0223900,Excursion Inlet,70136,61536,16,26,66,30,2019,2023
0224230,Fairbanks,27522,980,,,,,2007,2011
0224230,Fairbanks,27646,1234,3590,683,29770,562,2008,2012
0224230,Fairbanks,26872,1557,3834,610,29974,393,2009,2013
0224230,Fairbanks,27620,1432,3931,548,30055,387,2010,2014
0224230,Fairbanks,27386,1488,3936,699,30108,425,2011,2015
0224230,Fairbanks,27742,1487,3525,630,30355,423,2012,2016
0224230,Fairbanks,29375,1301,3518,624,29515,417,2013,2017
0224230,Fairbanks,30457,1542,3372,627,29267,333,2014,2018
0224230,Fairbanks,31060,1373,3204,721,29048,349,2015,2019
0224230,Fairbanks,31455,1715,2675,651,28825,302,2016,2020
0224230,Fairbanks,33194,1674,2769,592,30348,340,2017,2021
0224230,Fairbanks,34820,1875,2894,514,29923,123,2018,2022
0224230,Fairbanks,36392,2023,2851,981,29711,6946,2019,2023
0224660,False Pass,21387,10421,,,,,2007,2011
0224660,False Pass,20767,11047,0,10,18,12,2008,2012
0224660,False Pass,22760,10088,2,3,15,11,2009,2013
0224660,False Pass,33445,9233,2,2,31,16,2010,2014
0224660,False Pass,38905,7507,2,2,37,17,2011,2015
0224660,False Pass,37356,6008,2,2,64,23,2012,2016
0224660,False Pass,40635,7780,2,3,68,24,2013,2017
0224660,False Pass,43494,8436,0,9,78,25,2014,2018
0224660,False Pass,40780,12644,0,9,56,28,2015,2019
0224660,False Pass,36205,7212,0,10,75,29,2016,2020
0224660,False Pass,34495,6717,0,10,106,35,2017,2021
0224660,False Pass,34500,8302,0,10,103,43,2018,2022
0224660,False Pass,36828,9982,0,10,95,41,2019,2023
0224980,Farmers Loop,38765,4705,,,,,2007,2011
0224980,Farmers Loop,39573,5438,126,116,3638,603,2008,2012
0224980,Farmers Loop,38230,7101,136,117,3636,780,2009,2013
0224980,Farmers Loop,42177,8183,250,256,4062,737,2010,2014
0224980,Farmers Loop,47278,10151,239,243,4149,755,2011,2015
0224980,Farmers Loop,52682,12935,375,329,4473,881,2012,2016
0224980,Farmers Loop,49785,11323,473,376,5054,782,2013,2017
0224980,Farmers Loop,46038,8286,587,435,5499,884,2014,2018
0224980,Farmers Loop,39888,7207,343,353,5183,840,2015,2019
0224980,Farmers Loop,42125,6287,263,268,5067,889,2016,2020
0224980,Farmers Loop,46927,7415,24,40,4216,689,2017,2021
0224980,Farmers Loop,46658,6717,0,10,4179,760,2018,2022
0224980,Farmers Loop,46079,7897,63,85,4887,816,2019,2023
0225000,Farm Loop,36651,9337,,,,,2007,2011
0225000,Farm Loop,32555,7519,68,75,1047,254,2008,2012
0225000,Farm Loop,31098,6505,77,75,1128,251,2009,2013
0225000,Farm Loop,35686,7037,38,38,1018,156,2010,2014
0225000,Farm Loop,31294,3083,44,38,1081,144,2011,2015
0225000,Farm Loop,30363,3293,28,19,1119,152,2012,2016
0225000,Farm Loop,36690,4497,36,23,1113,169,2013,2017
0225000,Farm Loop,38078,5151,36,22,1137,188,2014,2018
0225000,Farm Loop,37188,4823,64,34,1170,154,2015,2019
0225000,Farm Loop,39051,3459,133,55,2620,330,2016,2020
0225000,Farm Loop,45543,3780,126,47,2533,262,2017,2021
0225000,Farm Loop,46587,3959,169,78,2544,269,2018,2022
0225000,Farm Loop,46780,4239,198,87,2924,351,2019,2023
0225220,Ferry,,,,,,,2007,2011
0225220,Ferry,,,8,11,8,11,2008,2012
0225220,Ferry,,,7,11,7,11,2009,2013
0225220,Ferry,,,7,10,7,10,2010,2014
0225220,Ferry,,,6,9,6,9,2011,2015
0225220,Ferry,,,6,8,6,8,2012,2016
0225220,Ferry,24608,14902,0,9,13,23,2013,2017
0225220,Ferry,24644,13226,0,9,16,26,2014,2018
0225220,Ferry,20725,9204,0,9,20,31,2015,2019
0225220,Ferry,20826,11399,0,10,23,28,2016,2020
0225220,Ferry,23771,15393,0,10,24,42,2017,2021
0225220,Ferry,18342,9280,0,10,26,32,2018,2022
0225220,Ferry,22527,7932,3,4,33,33,2019,2023
0225550,Fishhook,32766,2803,,,,,2007,2011
0225550,Fishhook,31776,2372,161,90,4856,509,2008,2012
0225550,Fishhook,30241,2466,208,94,4785,438,2009,2013
0225550,Fishhook,29929,2307,302,125,4995,493,2010,2014
0225550,Fishhook,32339,2371,255,105,5299,440,2011,2015
0225550,Fishhook,33019,2463,289,111,5848,478,2012,2016
0225550,Fishhook,32845,2096,486,170,6018,564,2013,2017
0225550,Fishhook,34494,2908,464,162,6182,629,2014,2018
0225550,Fishhook,33845,2860,616,212,6775,715,2015,2019
0225550,Fishhook,33811,2933,323,155,4742,552,2016,2020
0225550,Fishhook,36831,3238,384,199,4975,395,2017,2021
0225550,Fishhook,40342,3695,382,200,5028,439,2018,2022
0225550,Fishhook,41599,3835,436,245,5364,540,2019,2023
0225880,Flat,,,,,,,2007,2011
0225880,Flat,,,0,10,0,10,2008,2012
0225880,Flat,,,0,9,0,9,2009,2013
0225880,Flat,,,0,9,0,9,2010,2014
0225880,Flat,,,0,9,0,9,2011,2015
0225880,Flat,,,0,9,0,9,2012,2016
0225880,Flat,,,0,9,0,9,2013,2017
0225880,Flat,,,0,9,0,9,2014,2018
0225880,Flat,,,0,9,0,9,2015,2019
0225880,Flat,,,0,10,0,10,2016,2020
0225880,Flat,,,0,10,0,10,2017,2021
0225880,Flat,,,0,10,0,10,2018,2022
0225880,Flat,,,0,10,0,10,2019,2023
0226100,Fort Greely,39366,8845,,,,,2007,2011
0226100,Fort Greely,36447,8463,0,10,934,210,2008,2012
0226100,Fort Greely,38435,10201,0,9,864,202,2009,2013
0226100,Fort Greely,37085,13018,0,9,525,173,2010,2014
0226100,Fort Greely,30684,8168,0,9,367,95,2011,2015
0226100,Fort Greely,19782,9352,0,9,227,109,2012,2016
0226100,Fort Greely,15031,8413,0,9,181,94,2013,2017
0226100,Fort Greely,22829,9240,0,9,134,82,2014,2018
0226100,Fort Greely,21280,10161,0,9,118,81,2015,2019
0226100,Fort Greely,29644,16796,0,10,103,76,2016,2020
0226100,Fort Greely,31074,15413,0,10,121,96,2017,2021
0226100,Fort Greely,31332,18742,0,10,131,108,2018,2022
0226100,Fort Greely,44613,25211,0,10,59,67,2019,2023
0226760,Fort Yukon,20937,3696,,,,,2007,2011
0226760,Fort Yukon,24850,4145,75,42,511,91,2008,2012
0226760,Fort Yukon,23801,3897,107,44,507,65,2009,2013
0226760,Fort Yukon,23989,3322,90,25,509,69,2010,2014
0226760,Fort Yukon,23476,3302,102,35,550,53,2011,2015
0226760,Fort Yukon,21880,3578,144,42,565,65,2012,2016
0226760,Fort Yukon,19512,2694,149,46,540,67,2013,2017
0226760,Fort Yukon,22585,2785,127,41,515,65,2014,2018
0226760,Fort Yukon,20962,2422,129,44,543,59,2015,2019
0226760,Fort Yukon,23918,3539,88,30,454,64,2016,2020
0226760,Fort Yukon,25369,3682,61,21,504,93,2017,2021
0226760,Fort Yukon,31460,5138,66,26,465,91,2018,2022
0226760,Fort Yukon,32542,4548,97,52,574,98,2019,2023
0226835,Four Mile Road,14284,5564,,,,,2007,2011
0226835,Four Mile Road,23000,14566,0,10,45,35,2008,2012
0226835,Four Mile Road,33427,24052,0,9,30,26,2009,2013
0226835,Four Mile Road,31590,24446,0,9,29,26,2010,2014
0226835,Four Mile Road,72360,34035,0,9,10,9,2011,2015
0226835,Four Mile Road,,,0,9,4,6,2012,2016
0226835,Four Mile Road,,,0,9,0,9,2013,2017
0226835,Four Mile Road,,,0,9,4,5,2014,2018
0226835,Four Mile Road,,,0,9,3,5,2015,2019
0226835,Four Mile Road,,,0,10,4,5,2016,2020
0226835,Four Mile Road,,,0,10,4,5,2017,2021
0226835,Four Mile Road,,,0,10,5,7,2018,2022
0226835,Four Mile Road,,,0,10,0,10,2019,2023
0226870,Fox,32295,16010,,,,,2007,2011
0226870,Fox,34873,13690,146,174,670,353,2008,2012
0226870,Fox,38680,11524,29,61,644,321,2009,2013
0226870,Fox,54494,23809,0,9,510,340,2010,2014
0226870,Fox,46737,21110,0,9,558,316,2011,2015
0226870,Fox,56379,24807,0,9,403,276,2012,2016
0226870,Fox,55649,29457,0,9,311,238,2013,2017
0226870,Fox,44378,24258,98,150,566,502,2014,2018
0226870,Fox,29411,6220,102,158,448,463,2015,2019
0226870,Fox,25455,968,63,98,187,291,2016,2020
0226870,Fox,26647,1219,63,95,169,253,2017,2021
0226870,Fox,29487,1195,67,103,195,300,2018,2022
0226870,Fox,,,0,10,13,22,2019,2023
0226910,Fox River,12468,3687,,,,,2007,2011
0226910,Fox River,13305,3914,238,138,705,158,2008,2012
0226910,Fox River,17336,5530,215,129,678,186,2009,2013
0226910,Fox River,15481,5868,264,147,685,186,2010,2014
0226910,Fox River,18404,5442,111,82,649,148,2011,2015
0226910,Fox River,17012,4376,114,80,625,137,2012,2016
0226910,Fox River,18709,5490,66,50,540,106,2013,2017
0226910,Fox River,14145,3272,144,80,594,120,2014,2018
0226910,Fox River,17090,3403,108,62,517,107,2015,2019
0226910,Fox River,15773,5070,205,124,526,140,2016,2020
0226910,Fox River,18522,5015,259,155,580,163,2017,2021
0226910,Fox River,18315,4367,317,162,712,184,2018,2022
0226910,Fox River,19617,4834,198,138,605,179,2019,2023
0227090,Fritz Creek,27850,3015,,,,,2007,2011
0227090,Fritz Creek,29849,2793,180,71,1653,178,2008,2012
0227090,Fritz Creek,31027,3091,196,90,1723,182,2009,2013
0227090,Fritz Creek,34231,3589,208,78,1774,192,2010,2014
0227090,Fritz Creek,33601,3125,224,71,1907,173,2011,2015
0227090,Fritz Creek,33915,3379,247,68,2039,187,2012,2016
0227090,Fritz Creek,34584,3053,236,71,2033,164,2013,2017
0227090,Fritz Creek,36092,2840,236,64,1953,166,2014,2018
0227090,Fritz Creek,35687,3101,166,53,2071,187,2015,2019
0227090,Fritz Creek,36462,3446,141,50,2029,226,2016,2020
0227090,Fritz Creek,37670,3423,134,48,2139,211,2017,2021
0227090,Fritz Creek,45825,3928,95,38,2157,221,2018,2022
0227090,Fritz Creek,46374,4140,129,50,2426,253,2019,2023
0227145,Funny River,23357,4785,,,,,2007,2011
0227145,Funny River,25616,5182,162,83,809,250,2008,2012
0227145,Funny River,29789,4172,135,80,858,300,2009,2013
0227145,Funny River,29329,4446,153,93,924,311,2010,2014
0227145,Funny River,32597,5403,91,57,764,248,2011,2015
0227145,Funny River,30921,11019,355,298,972,315,2012,2016
0227145,Funny River,28933,11737,392,318,1026,354,2013,2017
0227145,Funny River,24054,9488,477,351,1251,410,2014,2018
0227145,Funny River,26256,9572,519,389,1331,453,2015,2019
0227145,Funny River,25231,8906,513,328,1340,415,2016,2020
0227145,Funny River,32549,8985,124,81,1005,321,2017,2021
0227145,Funny River,39100,10490,114,66,1072,281,2018,2022
0227145,Funny River,49186,16415,210,106,1127,323,2019,2023
0227420,Gakona,32160,7545,,,,,2007,2011
0227420,Gakona,31038,8387,10,12,224,93,2008,2012
0227420,Gakona,37491,12199,13,13,197,68,2009,2013
0227420,Gakona,27996,11972,8,9,163,62,2010,2014
0227420,Gakona,24129,12063,18,22,205,88,2011,2015
0227420,Gakona,23909,11145,29,29,163,69,2012,2016
0227420,Gakona,26672,16539,43,40,111,51,2013,2017
0227420,Gakona,21526,8060,30,31,142,58,2014,2018
0227420,Gakona,33724,17103,44,38,150,67,2015,2019
0227420,Gakona,29100,12402,24,29,199,103,2016,2020
0227420,Gakona,37951,18288,12,20,140,84,2017,2021
0227420,Gakona,36586,14237,25,34,155,86,2018,2022
0227420,Gakona,42247,20065,26,26,200,85,2019,2023
0227530,Galena,29161,3997,,,,,2007,2011
0227530,Galena,27004,2981,64,34,557,89,2008,2012
0227530,Galena,26551,3119,65,37,566,75,2009,2013
0227530,Galena,26854,2867,68,33,539,58,2010,2014
0227530,Galena,29140,3208,44,18,554,48,2011,2015
0227530,Galena,30580,3421,46,18,524,44,2012,2016
0227530,Galena,32579,3028,49,20,472,52,2013,2017
0227530,Galena,31016,3516,66,23,508,66,2014,2018
0227530,Galena,29867,4512,75,25,493,61,2015,2019
0227530,Galena,38583,10382,69,24,497,84,2016,2020
0227530,Galena,38149,9617,82,29,511,79,2017,2021
0227530,Galena,42687,10794,74,34,618,112,2018,2022
0227530,Galena,49739,10014,73,35,553,108,2019,2023
0227640,Gambell,10047,1911,,,,,2007,2011
0227640,Gambell,10464,1760,278,57,719,79,2008,2012
0227640,Gambell,13436,7948,330,59,755,98,2009,2013
0227640,Gambell,12653,5157,268,54,700,86,2010,2014
0227640,Gambell,13362,8318,295,49,714,100,2011,2015
0227640,Gambell,13887,9055,297,53,680,107,2012,2016
0227640,Gambell,16588,12742,296,50,683,121,2013,2017
0227640,Gambell,10767,1163,242,46,592,52,2014,2018
0227640,Gambell,12066,1546,237,50,580,74,2015,2019
0227640,Gambell,13058,2460,175,50,487,74,2016,2020
0227640,Gambell,13855,2455,137,38,414,77,2017,2021
0227640,Gambell,14773,2542,151,42,426,72,2018,2022
0227640,Gambell,17983,4910,134,57,464,63,2019,2023
0227700,Game Creek,,,,,,,2007,2011
0227700,Game Creek,,,0,10,29,42,2008,2012
0227700,Game Creek,,,0,9,31,45,2009,2013
0227700,Game Creek,,,0,9,38,51,2010,2014
0227700,Game Creek,,,0,9,36,47,2011,2015
0227700,Game Creek,,,0,9,0,9,2012,2016
0227700,Game Creek,,,0,9,0,9,2013,2017
0227700,Game Creek,,,0,9,0,9,2014,2018
0227700,Game Creek,,,0,9,0,9,2015,2019
0227700,Game Creek,,,0,10,0,10,2016,2020
0227700,Game Creek,,,0,10,0,10,2017,2021
0227700,Game Creek,,,0,10,0,10,2018,2022
0227700,Game Creek,,,0,10,0,10,2019,2023
0228200,Gateway,35554,2428,,,,,2007,2011
0228200,Gateway,36549,2695,326,166,5269,388,2008,2012
0228200,Gateway,37040,2678,346,140,5157,351,2009,2013
0228200,Gateway,36354,2085,373,129,5352,301,2010,2014
0228200,Gateway,36036,2173,438,132,5585,300,2011,2015
0228200,Gateway,36474,2177,473,147,6039,331,2012,2016
0228200,Gateway,36012,2310,375,109,6672,340,2013,2017
0228200,Gateway,36850,2335,297,76,7018,461,2014,2018
0228200,Gateway,38128,2210,393,114,7049,421,2015,2019
0228200,Gateway,38360,3678,163,58,5938,543,2016,2020
0228200,Gateway,44588,3414,164,75,6274,459,2017,2021
0228200,Gateway,48346,3909,174,81,6180,550,2018,2022
0228200,Gateway,50265,4190,289,138,6647,506,2019,2023
0228590,Glacier View,30085,11647,,,,,2007,2011
0228590,Glacier View,24508,8573,39,32,307,120,2008,2012
0228590,Glacier View,29324,14110,39,41,280,112,2009,2013
0228590,Glacier View,25081,12091,37,40,278,121,2010,2014
0228590,Glacier View,24094,12247,23,33,249,83,2011,2015
0228590,Glacier View,29484,14351,12,14,220,74,2012,2016
0228590,Glacier View,35939,15337,19,14,228,94,2013,2017
0228590,Glacier View,30206,11758,37,29,208,65,2014,2018
0228590,Glacier View,30569,11475,36,28,220,77,2015,2019
0228590,Glacier View,38639,15527,32,29,176,45,2016,2020
0228590,Glacier View,48952,29930,33,36,250,66,2017,2021
0228590,Glacier View,56251,34548,39,35,216,63,2018,2022
0228590,Glacier View,62192,38088,26,26,209,55,2019,2023
0228740,Glennallen,20231,5724,,,,,2007,2011
0228740,Glennallen,22545,6397,0,10,516,160,2008,2012
0228740,Glennallen,21858,6727,0,9,416,151,2009,2013
0228740,Glennallen,20649,7941,0,9,373,145,2010,2014
0228740,Glennallen,16991,5014,0,9,350,153,2011,2015
0228740,Glennallen,15081,5645,0,9,175,97,2012,2016
0228740,Glennallen,14146,9335,0,9,190,158,2013,2017
0228740,Glennallen,22189,11425,0,9,267,170,2014,2018
0228740,Glennallen,20545,9603,9,13,404,223,2015,2019
0228740,Glennallen,23730,8304,38,42,523,237,2016,2020
0228740,Glennallen,29889,12825,27,30,428,187,2017,2021
0228740,Glennallen,40134,9198,33,30,484,172,2018,2022
0228740,Glennallen,40554,8039,34,29,572,177,2019,2023
0229130,Goldstream,45600,9603,,,,,2007,2011
0229130,Goldstream,44219,9382,196,118,3923,823,2008,2012
0229130,Goldstream,42539,6510,187,120,3588,768,2009,2013
0229130,Goldstream,42991,6390,130,109,3905,938,2010,2014
0229130,Goldstream,45263,6249,144,139,3860,917,2011,2015
0229130,Goldstream,46048,7261,160,139,3955,798,2012,2016
0229130,Goldstream,46839,8017,177,142,3982,892,2013,2017
0229130,Goldstream,44493,6952,206,167,4385,855,2014,2018
0229130,Goldstream,45384,7714,203,169,3588,786,2015,2019
0229130,Goldstream,45765,9378,104,99,3312,798,2016,2020
0229130,Goldstream,47220,8943,173,213,2819,714,2017,2021
0229130,Goldstream,52366,11225,192,236,2796,875,2018,2022
0229130,Goldstream,52087,9285,205,205,3236,805,2019,2023
0229180,Golovin,12988,4422,,,,,2007,2011
0229180,Golovin,13507,3546,32,18,121,42,2008,2012
0229180,Golovin,13720,3321,34,19,124,41,2009,2013
0229180,Golovin,14216,4147,52,23,122,43,2010,2014
0229180,Golovin,15262,4634,52,22,132,34,2011,2015
0229180,Golovin,15560,3661,42,19,132,27,2012,2016
0229180,Golovin,16165,3804,24,14,123,30,2013,2017
0229180,Golovin,17184,3936,29,13,128,33,2014,2018
0229180,Golovin,19299,3969,16,9,142,39,2015,2019
0229180,Golovin,21864,5206,14,10,142,48,2016,2020
0229180,Golovin,22818,6178,21,14,163,45,2017,2021
0229180,Golovin,24637,5498,27,14,185,50,2018,2022
0229180,Golovin,26200,5542,15,12,205,57,2019,2023
0229290,Goodnews Bay,10141,2716,,,,,2007,2011
0229290,Goodnews Bay,9122,2472,153,71,350,82,2008,2012
0229290,Goodnews Bay,10140,2590,146,62,327,72,2009,2013
0229290,Goodnews Bay,11256,3116,107,50,231,57,2010,2014
0229290,Goodnews Bay,12740,2825,83,35,229,39,2011,2015
0229290,Goodnews Bay,12075,2613,86,42,215,53,2012,2016
0229290,Goodnews Bay,11714,3036,88,36,208,41,2013,2017
0229290,Goodnews Bay,13158,3194,79,35,192,42,2014,2018
0229290,Goodnews Bay,13509,3699,71,34,182,37,2015,2019
0229290,Goodnews Bay,15165,4343,44,21,127,33,2016,2020
0229290,Goodnews Bay,10866,6579,45,30,73,34,2017,2021
0229290,Goodnews Bay,11503,4620,72,35,118,41,2018,2022
0229290,Goodnews Bay,11144,4130,63,38,113,50,2019,2023
0230060,Grayling,8619,3096,,,,,2007,2011
0230060,Grayling,11093,4500,55,39,184,68,2008,2012
0230060,Grayling,10662,3357,65,36,169,48,2009,2013
0230060,Grayling,11165,3241,61,21,150,33,2010,2014
0230060,Grayling,10899,3154,71,27,169,41,2011,2015
0230060,Grayling,12490,3213,58,21,164,38,2012,2016
0230060,Grayling,11699,2959,72,23,165,36,2013,2017
0230060,Grayling,11257,2674,81,23,176,37,2014,2018
0230060,Grayling,12506,2172,59,23,183,45,2015,2019
0230060,Grayling,13855,2891,65,24,200,44,2016,2020
0230060,Grayling,14049,2859,71,25,236,52,2017,2021
0230060,Grayling,16326,4072,57,24,210,52,2018,2022
0230060,Grayling,21354,5277,31,17,171,47,2019,2023
0230500,Gulkana,17838,7444,,,,,2007,2011
0230500,Gulkana,20351,6835,2,4,148,69,2008,2012
0230500,Gulkana,23534,5034,3,4,118,54,2009,2013
0230500,Gulkana,24768,6204,6,9,104,49,2010,2014
0230500,Gulkana,23996,5503,9,13,115,58,2011,2015
0230500,Gulkana,22386,10059,14,15,74,34,2012,2016
0230500,Gulkana,13808,7684,4,6,13,13,2013,2017
