fips_code,name,start_year,end_year,estimated_pop_age_total,estimated_pop_age_under_5,estimated_pop_age_5_9,estimated_pop_age_10_14,estimated_pop_age_15_19,estimated_pop_age_20_24,estimated_pop_age_25_34,estimated_pop_age_35_44,estimated_pop_age_45_54,estimated_pop_age_55_59,estimated_pop_age_60_64,estimated_pop_age_65_74,estimated_pop_age_75_84,estimated_pop_age_85_plus,estimated_pop_age_median_age,estimated_pop_age_under_18,estimated_pop_age_18_plus,estimated_pop_age_21_plus,estimated_pop_age_62_plus,estimated_pop_age_65_plus,estimated_pop_total,estimated_pop_male,estimated_pop_female
0256350,Nulato,2020,2024,255,28,10,33,18,4,8,32,31,9,28,36,18,0,39.6,88,167,165,76,54,255,139,116
0256600,Nunam Iqua,2020,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0258330,Oscarville,2020,2024,42,6,12,0,3,5,7,0,6,3,0,0,0,0,20,18,24,20,0,0,42,22,20
0258550,Ouzinkie,2020,2024,86,0,8,0,3,0,14,14,6,12,7,14,8,0,53.3,11,75,75,29,22,86,36,50
0258660,Palmer,2020,2024,6268,330,332,372,651,618,1008,801,617,270,283,599,305,82,32.9,1346,4922,4427,1128,986,6268,3058,3210
0260200,Perryville,2020,2024,82,15,8,12,9,0,5,19,2,2,4,4,2,0,18.3,40,42,38,10,6,82,41,41
0260310,Petersburg,2020,2024,3227,163,154,207,175,187,272,415,403,221,264,495,229,42,46.1,612,2615,2467,960,766,3227,1713,1514
0260640,Pilot Point,2020,2024,48,5,3,6,5,0,5,3,3,4,1,13,0,0,35,15,33,29,14,13,48,29,19
0260860,Pitkas Point,2020,2024,169,16,15,33,13,19,18,21,11,4,6,10,3,0,22.3,77,92,86,19,13,169,91,78
0261120,Pleasant Valley,2020,2024,790,0,0,103,128,0,0,96,345,33,0,41,44,0,46.5,231,559,559,85,85,790,382,408
0261190,Point Baker,2020,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0261630,Point Hope,2020,2024,832,110,68,110,83,24,135,119,75,20,27,34,20,7,26.2,364,468,446,85,61,832,423,409
0261700,Point Lay,2020,2024,390,36,54,84,56,13,48,50,23,17,1,8,0,0,16.5,213,177,154,9,8,390,190,200
0261788,Point MacKenzie,2020,2024,1668,0,0,39,46,118,146,468,386,140,174,106,45,0,46.1,75,1593,1571,276,151,1668,1505,163
0261825,Point Possession,2020,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0262125,Pope-Vannoy Landing,2020,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0262285,Portage Creek,2020,2024,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,1,1,0,1,1,0
0262510,Port Alexander,2020,2024,50,0,7,6,0,0,0,14,7,4,4,3,5,0,42.3,13,37,37,12,8,50,33,17
0262620,Port Alsworth,2020,2024,199,9,4,1,7,24,126,8,6,8,1,3,2,0,33.4,16,183,178,6,5,199,148,51
0263170,Port Clarence,2020,2024,16,0,0,0,4,9,0,3,0,0,0,0,0,0,21.3,0,16,9,0,0,16,16,0
0263280,Port Graham,2020,2024,83,8,9,1,4,5,11,10,9,0,12,11,0,3,40.3,22,61,61,21,14,83,50,33
0263610,Port Lions,2020,2024,150,14,14,3,1,2,16,12,7,13,18,28,14,8,58.7,32,118,118,64,50,150,79,71
0263870,Port Protection,2020,2024,27,0,0,0,0,0,0,0,0,27,0,0,0,0,,0,27,27,0,0,27,0,27
0264240,Primrose,2020,2024,89,2,2,0,0,0,0,29,0,0,21,27,0,8,62.1,4,85,85,45,35,89,26,63
0264600,Quinhagak,2020,2024,1311,167,93,141,123,103,143,142,105,90,61,91,47,5,27.7,487,824,762,178,143,1311,698,613
0264820,Rampart,2020,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0264930,Red Devil,2020,2024,3,0,0,0,0,0,0,0,0,0,0,3,0,0,,0,3,3,3,3,3,0,3
0264980,Red Dog Mine,2020,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0265345,Ridgeway,2020,2024,1997,88,24,137,121,20,257,232,269,83,279,261,208,18,53,370,1627,1627,613,487,1997,1038,959
0265590,Ruby,2020,2024,237,14,18,22,8,2,18,34,12,19,13,55,17,5,50.6,61,176,173,86,77,237,135,102
0265700,Russian Mission,2020,2024,314,37,21,43,19,37,42,37,18,20,6,28,4,2,26,112,202,190,36,34,314,161,153
0265800,Saint George,2020,2024,70,13,0,4,11,0,24,3,1,0,5,9,0,0,27.6,25,45,42,12,9,70,42,28
0266140,Saint Mary's,2020,2024,810,93,51,69,73,67,154,83,80,38,40,42,16,4,28.1,261,549,515,95,62,810,407,403
0266360,Saint Michael,2020,2024,177,28,12,22,30,18,22,17,6,6,6,8,2,0,19.4,83,94,83,16,10,177,113,64
0266470,Saint Paul,2020,2024,378,25,4,15,19,25,114,10,89,27,9,39,2,0,32.8,55,323,309,48,41,378,306,72
0266550,Salcha,2020,2024,829,35,46,28,10,38,143,107,72,82,119,117,11,21,45.8,119,710,705,248,149,829,463,366
0267020,Sand Point,2020,2024,1064,29,32,68,43,95,168,127,128,102,94,91,80,7,42.3,163,901,892,197,178,1064,605,459
0267460,Savoonga,2020,2024,868,56,79,87,68,66,275,67,28,44,21,53,16,8,31.6,267,601,561,85,77,868,572,296
0267570,Saxman,2020,2024,324,9,17,19,19,22,21,33,55,13,22,40,52,2,48.5,50,274,259,109,94,324,180,144
0267680,Scammon Bay,2020,2024,440,90,60,49,39,28,54,56,15,5,12,20,10,2,17.6,224,216,199,37,32,440,229,211
0268230,Selawik,2020,2024,412,43,55,64,58,20,28,79,9,10,8,32,6,0,17.9,208,204,181,44,38,412,251,161
0268340,Seldovia,2020,2024,202,9,6,10,14,0,14,6,28,3,22,51,33,6,61.4,28,174,163,97,90,202,100,102
0268560,Seward,2020,2024,2794,197,189,184,115,54,586,448,294,81,227,351,44,24,37.7,645,2149,2090,559,419,2794,1638,1156
0268670,Shageluk,2020,2024,34,2,12,0,0,0,0,11,2,2,0,5,0,0,37.4,14,20,20,5,5,34,20,14
0268890,Shaktoolik,2020,2024,283,9,35,33,35,21,39,27,40,7,15,19,1,2,27.3,94,189,167,29,22,283,142,141
0270100,Shungnak,2020,2024,147,29,13,21,10,3,18,17,6,6,7,11,6,0,23.2,69,78,74,19,17,147,76,71
0270320,Silver Springs,2020,2024,71,7,3,2,0,0,6,5,8,8,17,15,0,0,59.1,12,59,59,15,15,71,38,33
0270540,Sitka,2020,2024,8368,368,478,431,489,477,1315,1152,979,488,712,871,461,147,39.7,1604,6764,6580,1824,1479,8368,4261,4107
0270760,Skagway,2020,2024,1174,57,64,43,43,57,200,197,208,85,40,107,64,9,40.5,193,981,967,198,180,1174,443,731
0270870,Skwentna,2020,2024,97,7,0,8,6,0,8,8,7,0,32,21,0,0,61,21,76,76,32,21,97,47,50
0270930,Slana,2020,2024,119,0,0,0,0,0,0,0,0,0,19,36,55,9,76.1,0,119,119,119,100,119,54,65
0271090,Sleetmute,2020,2024,48,3,6,5,3,6,5,6,9,0,0,2,3,0,27.3,17,31,31,5,5,48,25,23
0271640,Soldotna,2020,2024,4485,282,420,256,284,274,790,459,448,253,145,419,282,173,33.1,1154,3331,3241,909,874,4485,2063,2422
0272135,South Lakes,2020,2024,6180,452,348,400,546,526,921,812,776,344,327,525,166,37,34.2,1521,4659,4343,981,728,6180,3059,3121
0272230,South Van Horn,2020,2024,572,9,84,0,37,11,49,91,92,27,27,107,38,0,46.2,104,468,442,152,145,572,289,283
0272960,Stebbins,2020,2024,596,79,74,59,45,36,85,87,31,26,25,39,8,2,26,240,356,333,65,49,596,295,301
0272985,Steele Creek,2020,2024,5928,434,327,261,491,368,596,692,1000,490,542,543,148,36,39.7,1272,4656,4331,1229,727,5928,2912,3016
0273070,Sterling,2020,2024,6323,327,450,209,320,297,634,818,634,286,597,1116,577,58,46.8,1172,5151,4943,2085,1751,6323,3219,3104
0273290,Stevens Village,2020,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0273400,Stony River,2020,2024,29,2,5,7,2,0,3,4,0,3,1,2,0,0,15.3,16,13,13,3,2,29,15,14
0273950,Sunrise,2020,2024,23,0,0,0,0,0,0,0,0,0,0,23,0,0,,0,23,23,23,23,23,14,9
0274340,Susitna,2020,2024,31,0,0,0,0,0,0,0,0,0,9,22,0,0,69.9,0,31,31,31,22,31,16,15
0274350,Susitna North,2020,2024,1566,69,129,87,49,65,209,212,178,140,146,244,38,0,41.6,297,1269,1213,374,282,1566,848,718
0274610,Takotna,2020,2024,15,0,0,0,0,0,5,0,2,0,2,6,0,0,62.3,0,15,15,8,6,15,10,5
0274830,Talkeetna,2020,2024,944,26,81,76,63,27,78,153,171,43,64,135,14,13,42.3,244,700,698,197,162,944,510,434
0275050,Tanacross,2020,2024,155,12,20,8,3,30,19,14,11,20,10,6,1,1,32.5,43,112,112,8,8,155,97,58
0275077,Tanaina,2020,2024,9646,672,686,800,588,706,1367,1460,1230,675,498,594,342,28,35,2511,7135,6748,1295,964,9646,5100,4546
0275160,Tanana,2020,2024,334,14,11,23,16,63,16,26,28,36,26,51,23,1,41.7,63,271,269,101,75,334,166,168
0275380,Tatitlek,2020,2024,20,0,0,2,5,0,2,8,0,2,0,0,1,0,40.3,6,14,13,1,1,20,7,13
0275930,Teller,2020,2024,255,10,19,18,37,30,31,19,21,14,10,23,23,0,31.3,73,182,168,50,46,255,134,121
0276260,Tenakee Springs,2020,2024,163,0,5,6,5,0,0,5,34,3,14,75,13,3,65.4,16,147,147,102,91,163,90,73
0276590,Tetlin,2020,2024,123,9,7,19,14,22,4,16,13,0,6,8,4,1,22.4,38,85,68,19,13,123,85,38
0277140,Thorne Bay,2020,2024,519,38,31,26,51,58,51,25,67,36,31,96,9,0,37.2,120,399,335,136,105,519,253,266
0277690,Togiak,2020,2024,963,125,87,78,69,70,187,69,108,42,22,84,16,6,27.6,338,625,594,117,106,963,498,465
0277800,Tok,2020,2024,1649,126,178,168,41,78,176,216,209,72,123,176,69,17,38.6,502,1147,1136,325,262,1649,840,809
0278240,Toksook Bay,2020,2024,833,137,111,46,114,31,80,69,102,23,35,52,27,6,21.7,359,474,425,109,85,833,443,390
0278297,Tolsona,2020,2024,76,0,0,0,0,0,0,0,0,0,38,38,0,0,65,0,76,76,49,38,76,38,38
0278350,Tonsina,2020,2024,47,19,0,0,0,0,19,9,0,0,0,0,0,0,32.2,19,28,28,0,0,47,19,28
0278680,Trapper Creek,2020,2024,491,7,22,0,27,9,18,40,64,25,78,156,31,14,60.9,45,446,435,220,201,491,295,196
0278790,Tuluksak,2020,2024,118,17,15,12,13,3,25,8,12,8,0,0,5,0,20.7,54,64,58,5,5,118,53,65
0279120,Tuntutuliak,2020,2024,514,30,24,19,33,23,313,19,18,15,10,7,3,0,29.4,90,424,408,20,10,514,120,394
0279230,Tununak,2020,2024,384,46,49,30,39,47,64,21,31,19,20,12,3,3,23.9,150,234,212,24,18,384,229,155
0279780,Twin Hills,2020,2024,87,13,9,8,5,7,11,9,3,12,2,8,0,0,25.8,35,52,50,10,8,87,34,53
0279830,Two Rivers,2020,2024,451,0,0,49,50,0,25,87,0,40,38,119,43,0,55.7,99,352,352,179,162,451,255,196
0279890,Tyonek,2020,2024,291,4,18,29,22,59,48,37,31,16,22,4,1,0,29.1,68,223,215,15,5,291,168,123
0280100,Ugashik,2020,2024,4,0,0,0,0,0,0,0,0,0,4,0,0,0,,0,4,4,2,0,4,2,2
0280660,Unalakleet,2020,2024,519,34,52,46,26,47,37,62,67,45,32,53,13,5,36.8,149,370,355,83,71,519,266,253
0280770,Unalaska,2020,2024,4556,90,120,131,249,296,902,914,950,409,261,217,8,9,40.4,399,4157,3917,330,234,4556,3181,1375
0281320,Upper Kalskag,2020,2024,239,38,36,20,17,19,38,21,13,8,13,11,5,0,22.6,101,138,127,26,16,239,126,113
0281920,Utqiagvik,2020,2024,4778,262,427,479,502,293,465,545,568,311,374,428,118,6,34.4,1451,3327,3047,712,552,4778,2588,2190
0282200,Valdez,2020,2024,3847,202,256,242,238,193,610,718,517,264,225,278,77,27,38.4,839,3008,2848,502,382,3847,2171,1676
0282420,Venetie,2020,2024,76,10,9,10,0,23,6,8,2,0,1,1,6,0,22.6,29,47,47,8,7,76,36,40
0282750,Wainwright,2020,2024,718,85,62,62,71,47,112,104,51,34,40,36,4,10,28.4,268,450,425,76,50,718,392,326
0283080,Wasilla,2020,2024,9720,586,794,602,485,629,1796,1512,708,501,448,941,387,331,34.8,2268,7452,7112,1948,1659,9720,4860,4860
0284120,Whitestone,2020,2024,18,0,0,0,0,0,18,0,0,0,0,0,0,0,,0,18,18,0,0,18,0,18
0284200,Whitestone Logging Camp,2020,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0284510,Whittier,2020,2024,411,58,18,24,8,35,102,40,18,7,42,38,17,4,31.8,106,305,302,84,59,411,167,244
0285280,Willow,2020,2024,1815,69,100,141,161,21,118,262,254,141,169,285,83,11,45.9,455,1360,1330,467,379,1815,913,902
0285290,Willow Creek,2020,2024,144,0,0,0,0,0,0,0,5,32,29,67,11,0,70.5,0,144,144,91,78,144,79,65
0285610,Wiseman,2020,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0285680,Womens Bay,2020,2024,788,43,33,35,40,21,156,178,76,18,82,106,0,0,37,144,644,623,163,106,788,425,363
0286380,Wrangell,2020,2024,2088,133,111,93,119,84,243,205,237,112,179,334,210,28,48.1,411,1677,1622,688,572,2088,1034,1054
0286490,Yakutat,2020,2024,527,19,16,10,22,35,57,112,58,23,34,98,34,9,43.7,64,463,454,162,141,527,325,202
0200650,Akhiok,2019,2023,117,3,0,0,0,8,35,8,14,46,0,0,0,3,50.3,3,114,114,3,3,117,72,45
0200760,Akiachak,2019,2023,629,104,93,66,32,58,82,47,55,30,10,44,8,0,22.6,292,337,329,62,52,629,295,334
0201090,Akutan,2019,2023,737,13,9,4,4,60,177,203,125,47,56,37,2,0,40.4,28,709,707,46,39,737,563,174
0201200,Alakanuk,2019,2023,997,133,93,136,112,58,158,112,61,64,24,36,10,0,21.5,438,559,506,52,46,997,566,431
0201305,Alatna,2019,2023,22,0,0,0,1,1,1,11,0,0,0,7,1,0,43.6,0,22,20,8,8,22,9,13
0201390,Alcan Border,2019,2023,5,0,0,0,0,0,2,0,2,1,0,0,0,0,47.3,0,5,5,0,0,5,5,0
0201420,Aleknagik,2019,2023,109,2,4,7,3,7,17,9,4,19,12,21,2,2,55.4,16,93,92,37,25,109,51,58
0201560,Aleneva,2019,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0201970,Ambler,2019,2023,201,21,28,12,4,10,30,16,15,8,6,32,14,5,33.8,65,136,130,54,51,201,100,101
0202080,Anaktuvuk Pass,2019,2023,277,37,35,27,32,12,61,23,16,10,6,15,3,0,23.2,120,157,141,19,18,277,163,114
0203000,Anchorage,2019,2023,289069,18776,20339,18403,17885,21171,48210,41120,33555,16784,16890,23679,9768,2489,34.9,68654,220415,209556,45864,35936,289069,147620,141449
0203110,Anchor Point,2019,2023,2291,65,117,133,104,63,173,284,354,198,195,397,168,40,51.4,391,1900,1866,701,605,2291,1254,1037
0203220,Anderson,2019,2023,160,2,13,13,17,24,14,23,13,8,11,21,1,0,33,35,125,114,28,22,160,93,67
0203880,Anvik,2019,2023,85,7,8,8,5,27,3,6,6,3,2,5,5,0,24.3,26,59,56,12,10,85,34,51
0204430,Atmautluak,2019,2023,38,3,4,6,0,2,7,12,0,4,0,0,0,0,26,13,25,25,0,0,38,21,17
0204500,Atqasuk,2019,2023,139,8,15,20,11,5,41,19,10,3,4,3,0,0,28.8,53,86,83,3,3,139,96,43
0205000,Badger,2019,2023,19033,1223,1073,1568,1289,1327,3137,3078,1743,1567,902,1230,752,144,34.3,4656,14377,13520,2685,2126,19033,10592,8441
0205585,Bear Creek,2019,2023,1360,55,26,159,120,0,210,116,252,104,184,134,0,0,44.9,360,1000,1000,271,134,1360,735,625
0206245,Beluga,2019,2023,5,0,0,0,0,0,3,0,0,0,0,0,2,0,,0,5,5,2,2,5,5,0
0206520,Bethel,2019,2023,6313,555,569,445,430,500,1079,773,639,501,348,335,61,78,30.9,1861,4452,4230,678,474,6313,3509,2804
0206630,Bettles,2019,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0206850,Big Delta,2019,2023,646,45,47,78,98,39,47,39,72,63,23,95,0,0,29.7,239,407,378,118,95,646,411,235
0207070,Big Lake,2019,2023,3291,176,244,189,215,171,533,419,333,269,285,330,104,23,36.9,734,2557,2395,585,457,3291,1793,1498
0207620,Birch Creek,2019,2023,5,0,0,0,0,0,0,5,0,0,0,0,0,0,,0,5,5,0,0,5,5,0
0208740,Brevig Mission,2019,2023,691,91,93,102,27,49,110,73,31,40,25,40,10,0,22,307,384,370,59,50,691,345,346
0209600,Buckland,2019,2023,629,71,75,75,68,52,115,56,39,20,20,10,25,3,21.6,271,358,322,51,38,629,363,266
0209657,Buffalo Soapstone,2019,2023,799,34,52,40,47,37,80,84,103,57,79,154,32,0,48.2,168,631,603,246,186,799,412,387
0209710,Butte,2019,2023,3905,233,273,330,217,260,427,489,516,311,263,352,156,78,40.1,1015,2890,2803,741,586,3905,2033,1872
0210150,Cantwell,2019,2023,121,4,2,3,4,0,18,15,4,9,2,25,30,5,64.5,10,111,108,61,60,121,73,48
0211690,Central,2019,2023,93,0,11,10,10,0,0,6,11,3,20,22,0,0,47.9,31,62,62,26,22,93,51,42
0211800,Chalkyitsik,2019,2023,103,9,13,14,0,0,33,23,2,5,0,4,0,0,29.9,36,67,67,4,4,103,57,46
0212350,Chase,2019,2023,25,0,0,0,0,0,0,0,0,0,0,25,0,0,,0,25,25,25,25,25,13,12
0212680,Chefornak,2019,2023,530,64,90,40,40,17,91,52,21,15,31,57,12,0,27,221,309,296,87,69,530,292,238
0212920,Chena Ridge,2019,2023,5927,384,261,609,282,315,879,846,968,192,577,399,215,0,38.5,1435,4492,4368,917,614,5927,3053,2874
0212970,Chenega,2019,2023,54,3,4,3,14,7,6,4,4,0,0,9,0,0,21.5,16,38,30,9,9,54,26,28
0213230,Chevak,2019,2023,464,45,56,81,31,14,92,51,32,12,25,20,5,0,25.7,195,269,246,46,25,464,253,211
0213340,Chickaloon,2019,2023,318,41,4,14,0,18,63,14,11,27,17,82,23,4,49.1,59,259,259,121,109,318,150,168
0213450,Chicken,2019,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0213550,Chignik,2019,2023,28,2,0,2,2,0,5,3,2,1,3,6,2,0,44.5,6,22,22,8,8,28,10,18
0213670,Chignik Lagoon,2019,2023,31,2,0,2,5,0,1,5,0,4,6,6,0,0,55.1,6,25,22,12,6,31,12,19
0213890,Chisana,2019,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0214000,Chistochina,2019,2023,52,0,8,0,0,4,0,3,9,6,10,4,6,2,58.5,8,44,40,12,12,52,14,38
0214110,Chitina,2019,2023,100,21,12,4,4,8,5,11,7,2,12,12,2,0,31.5,40,60,59,19,14,100,59,41
0214330,Chuathbaluk,2019,2023,89,2,9,8,9,15,4,3,7,2,20,10,0,0,31.2,22,67,61,22,10,89,48,41
0214880,Circle,2019,2023,48,0,5,13,0,0,0,5,5,0,6,4,6,4,52.2,18,30,30,20,14,48,13,35
0215320,Clam Gulch,2019,2023,294,12,12,12,10,43,33,31,24,10,22,63,18,4,42.5,46,248,248,98,85,294,166,128
0216360,Coffman Cove,2019,2023,249,37,13,35,4,0,17,39,7,28,8,46,15,0,38.4,89,160,160,64,61,249,163,86
0216420,Cohoe,2019,2023,1619,130,53,106,153,52,125,198,220,155,174,204,48,1,44.6,394,1225,1177,359,253,1619,790,829
0216530,Cold Bay,2019,2023,153,10,4,0,1,38,18,27,13,30,6,6,0,0,35.9,14,139,138,8,6,153,56,97
0216630,Coldfoot,2019,2023,300,0,0,0,0,37,122,0,52,89,0,0,0,0,33.8,0,300,300,0,0,300,234,66
0216750,College,2019,2023,11730,1036,587,459,755,1181,2126,1471,962,375,662,1546,420,150,32.9,2481,9249,8606,2507,2116,11730,6429,5301
0217190,Cooper Landing,2019,2023,231,19,21,0,0,0,60,3,64,42,0,22,0,0,46.3,40,191,191,22,22,231,89,142
0217300,Copper Center,2019,2023,312,2,29,32,16,17,38,34,29,29,23,49,11,3,41.1,74,238,224,75,63,312,177,135
0217410,Cordova,2019,2023,2405,161,150,132,145,150,351,254,205,214,206,342,76,19,37.8,526,1879,1780,586,437,2405,1210,1195
0217670,Covenant Life,2019,2023,19,0,0,0,0,0,0,0,19,0,0,0,0,0,,0,19,19,0,0,19,11,8
0217740,Craig,2019,2023,1063,50,55,51,80,56,137,126,151,65,91,153,44,4,42.5,201,862,821,237,201,1063,571,492
0217850,Crooked Creek,2019,2023,18,0,2,0,4,0,3,0,5,0,1,3,0,0,36.5,2,16,12,4,3,18,9,9
0217960,Crown Point,2019,2023,76,0,0,0,0,0,0,28,0,0,32,16,0,0,62.4,0,76,76,48,16,76,23,53
0218510,Deering,2019,2023,205,29,22,18,19,14,47,15,18,5,6,10,2,0,28.1,82,123,112,17,12,205,103,102
0218620,Delta Junction,2019,2023,1154,104,65,98,50,48,187,269,113,41,56,66,41,16,36.1,301,853,827,148,123,1154,717,437
0218675,Deltana,2019,2023,2064,171,190,157,135,89,259,234,295,68,132,187,118,29,36.3,614,1450,1369,397,334,2064,1019,1045
0218805,Denali Park,2019,2023,787,6,11,0,0,0,89,481,86,91,0,23,0,0,44.4,17,770,770,23,23,787,674,113
0218925,Diamond Ridge,2019,2023,1338,89,67,139,44,94,160,156,134,113,78,198,51,15,40.5,336,1002,965,311,264,1338,653,685
0218950,Dillingham,2019,2023,2084,183,190,165,131,135,347,263,151,115,217,140,33,14,31.3,618,1466,1405,348,187,2084,1016,1068
0219060,Diomede,2019,2023,25,3,5,1,0,0,10,2,4,0,0,0,0,0,27.9,9,16,16,0,0,25,11,14
0219720,Dot Lake,2019,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0219750,Dot Lake Village,2019,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0220020,Dry Creek,2019,2023,147,44,0,0,0,18,0,0,19,66,0,0,0,0,50.6,44,103,103,0,0,147,100,47
0220380,Eagle,2019,2023,94,0,0,0,3,0,4,9,4,7,11,35,20,1,70.8,3,91,91,56,56,94,59,35
0220600,Eagle Village,2019,2023,64,8,7,4,5,5,0,6,0,0,12,17,0,0,35.5,19,45,35,21,17,64,55,9
0220716,Eareckson Station,2019,2023,144,0,0,0,0,30,16,35,16,12,28,7,0,0,40.8,0,144,137,19,7,144,126,18
0220970,Edna Bay,2019,2023,13,0,0,0,0,0,0,13,0,0,0,0,0,0,,0,13,13,0,0,13,13,0
0221040,Eek,2019,2023,332,18,44,42,34,24,36,24,65,8,14,16,7,0,25.3,130,202,190,32,23,332,179,153
0221150,Egegik,2019,2023,50,0,0,0,2,0,11,21,9,5,2,0,0,0,42.3,2,48,48,0,0,50,44,6
0221370,Eielson AFB,2019,2023,3133,403,666,178,69,545,831,392,25,5,0,0,8,11,21.9,1263,1870,1679,19,19,3133,1809,1324
0221810,Ekwok,2019,2023,35,2,0,4,2,2,7,0,3,6,1,3,5,0,52.5,8,27,27,8,8,35,14,21
0222140,Elfin Cove,2019,2023,13,0,0,0,0,0,0,0,0,0,0,13,0,0,,0,13,13,13,13,13,6,7
0222250,Elim,2019,2023,278,20,29,41,41,27,23,29,26,17,10,14,1,0,20.9,113,165,138,22,15,278,167,111
0222910,Emmonak,2019,2023,945,138,115,49,48,79,132,129,51,32,45,115,11,1,28.1,341,604,595,145,127,945,520,425
0223460,Ester,2019,2023,2784,85,157,67,144,86,737,374,343,177,274,335,5,0,36.9,371,2413,2330,582,340,2784,1818,966
0223720,Eureka Roadhouse,2019,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0223790,Evansville,2019,2023,15,0,0,0,0,0,8,1,0,0,2,4,0,0,28.9,0,15,15,6,4,15,13,2
0223900,Excursion Inlet,2019,2023,66,0,0,0,0,0,12,0,19,28,7,0,0,0,58.1,0,66,66,7,0,66,44,22
0224230,Fairbanks,2019,2023,32242,2624,2542,1859,1730,4401,6751,3509,2795,1284,1017,2544,918,268,28.6,7994,24248,22898,4274,3730,32242,17299,14943
0224660,False Pass,2019,2023,95,20,7,1,15,4,13,16,0,11,0,8,0,0,32.1,36,59,52,8,8,95,55,40
0224980,Farmers Loop,2019,2023,4887,288,428,302,330,125,882,740,566,353,307,294,256,16,36.5,1194,3693,3539,711,566,4887,2629,2258
0225000,Farm Loop,2019,2023,2940,188,165,183,276,73,330,545,329,193,165,312,158,23,40.6,718,2222,2098,588,493,2940,1477,1463
0225220,Ferry,2019,2023,33,8,0,0,0,0,5,0,0,6,0,6,0,8,56.6,8,25,25,14,14,33,19,14
0225880,Flat,2019,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0226760,Fort Yukon,2019,2023,583,28,34,56,32,37,38,79,67,31,38,96,30,17,43.7,145,438,433,169,143,583,268,315
0226835,Four Mile Road,2019,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0226870,Fox,2019,2023,13,0,0,0,0,0,0,0,0,0,0,13,0,0,,0,13,13,13,13,13,13,0
0226910,Fox River,2019,2023,605,111,62,73,37,70,97,42,40,23,17,20,8,5,22.1,270,335,315,45,33,605,310,295
0227090,Fritz Creek,2019,2023,2432,180,129,123,82,63,282,317,364,186,220,356,108,22,45.8,488,1944,1918,605,486,2432,1240,1192
0227145,Funny River,2019,2023,1127,0,0,28,0,0,70,46,155,225,268,297,29,9,60.4,28,1099,1099,427,335,1127,614,513
0227420,Gakona,2019,2023,200,23,17,15,6,0,33,19,21,16,9,32,4,5,36.4,61,139,139,50,41,200,106,94
0227530,Galena,2019,2023,565,57,32,43,22,37,91,104,70,31,11,36,31,0,36.1,152,413,411,72,67,565,250,315
0227640,Gambell,2019,2023,464,37,38,36,42,47,85,46,51,23,25,19,13,2,27.6,139,325,294,47,34,464,247,217
0227700,Game Creek,2019,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0228590,Glacier View,2019,2023,209,20,0,0,5,9,24,55,3,33,10,29,21,0,41.8,25,184,184,50,50,209,104,105
0229130,Goldstream,2019,2023,3238,105,184,171,209,305,83,627,540,149,220,537,108,0,44.5,637,2601,2418,727,645,3238,1450,1788
0229180,Golovin,2019,2023,205,14,13,33,21,10,14,34,17,13,10,23,3,0,31.6,75,130,121,34,26,205,129,76
0229290,Goodnews Bay,2019,2023,113,17,15,3,3,5,21,18,14,11,3,3,0,0,32.6,38,75,75,6,3,113,48,65
0230060,Grayling,2019,2023,171,18,9,20,12,2,16,35,10,8,18,7,13,3,36.4,58,113,112,29,23,171,93,78
0230500,Gulkana,2019,2023,73,0,0,4,5,0,4,7,6,7,7,22,11,0,64.1,9,64,64,37,33,73,39,34
0231050,Haines,2019,2023,1781,61,133,165,107,30,98,192,233,116,172,298,152,24,49.4,456,1325,1315,547,474,1781,881,900
